t_1,t_2,t_3,t_4,t_5,t_6,t_7
0.11065986522315929,0.20671240645227545,0.09777943505994512,0.09855674852900055,0.23945533199094665,0.11319174841107779,0.13364446433359517
0.15234666108812947,0.12754153483401998,0.21525639510268563,0.134534880216042,0.11530766621041749,0.1262340954431508,0.12877876710555447
0.15932293256808883,0.1783854829436766,0.1321013222279162,0.11393548309444607,0.1264956442800474,0.14187060491468323,0.1478885299711417
0.12180724877458383,0.11267365435433234,0.2343533314997829,0.14464452002337178,0.11632729984183059,0.1272906096299003,0.14290333587619827
0.15872958721219133,0.11129944021042865,0.23595952035449538,0.15379453171811364,0.12424583072711705,0.10609916278151764,0.10987192699613635
0.19392210568142607,0.1046740232859132,0.13140861546672244,0.171213750318641,0.11651618114202705,0.12730735554908953,0.1549579685561806
0.17754257581542676,0.10642872779298683,0.1675395304821956,0.14097006912127685,0.1448162578252954,0.13243486234295393,0.13026797661986464
0.16171360930942563,0.1609998623994691,0.12119095027695219,0.11391121544747945,0.12329471107871687,0.1805457960800991,0.13834385540785774
0.15748666611916345,0.15023232245400173,0.10587610774827594,0.1659324654776799,0.11618738685464035,0.16618253185052262,0.13810251949571617
0.12345366087493351,0.10298763575096208,0.1187723540721617,0.14818779097632725,0.11955899460949497,0.21057633190689992,0.1764632318092205
0.21531358195930958,0.106931843409999,0.0831268661274584,0.09859317357554175,0.0840643935767373,0.2809129579342649,0.13105718341668895
0.13692126301646626,0.17384920315932967,0.09624514153312991,0.0985693839783407,0.10837414409907116,0.27816524722924496,0.10787561698441751
0.18003954638674471,0.18127406535979335,0.14907544418919969,0.12461361098768325,0.0959513852188746,0.16692164753156233,0.10212430032614221
0.19421949092828075,0.15231207407851047,0.15461666980173108,0.1747176224469406,0.09917366223084745,0.10901621842362297,0.11594426209006657
0.13737871829322307,0.17813722818121835,0.16611907620973754,0.1589575236840411,0.11541519229574948,0.11039580575359835,0.13359645558243216
0.15582258446061953,0.17179797738101585,0.1060220538520702,0.17484793010871286,0.17994591700895524,0.10791286073032513,0.10365067645830123
0.1743731136463426,0.10270173258546036,0.09616001598083102,0.12423571812760478,0.1764264583100298,0.1819358644681334,0.14416709688159798
0.3786549304284151,0.12221048012685247,0.07907808840158927,0.09647282427211226,0.07470856772031735,0.100852894145715,0.14802221490499867
0.18428973282275604,0.1147080295124968,0.16153938476946747,0.12362816261393653,0.11845679042820488,0.16020610310878777,0.13717179674435043
0.16952852988293926,0.24567492561334034,0.10110415571836147,0.16550426346709876,0.10069608832905635,0.1007298512350821,0.11676218575412188
0.1927468636065417,0.1126910564623271,0.19265542773257097,0.1397704858752115,0.15201087237108984,0.10500183451971519,0.10512345943254368
0.10810957545342577,0.15370888333053767,0.11051046221147115,0.11696374501430165,0.11590397021239277,0.22885610916425114,0.16594725461361975
0.1219693433717841,0.10130411791313769,0.13874575112207163,0.1786639498202461,0.1654202271504977,0.12473441312117635,0.16916219750108644
0.1409924810542709,0.12605114961779168,0.21025837387033194,0.20063213530015556,0.10227762072113672,0.11323015041135688,0.10655808902495623
0.14110885689746405,0.19015993067973574,0.14260585584909052,0.13068150271793677,0.14224250566645366,0.1250276117580085,0.12817373643131064
0.13858283138738292,0.19213424091496703,0.10836823329978806,0.1404178941410154,0.10504703890409063,0.1796943833418561,0.13575537801089982
0.18957041857091653,0.10806007337050888,0.11045331357541219,0.11086771001657571,0.14110285544155915,0.18962334780454057,0.15032228122048702
0.14850056023043648,0.1759440724583347,0.09399903470287894,0.23368811957977206,0.1649472617190575,0.08668285035954107,0.09623810094997937
0.14658440480135262,0.12450191845866249,0.18887093384295847,0.1421936140054098,0.09211978449162038,0.1319824653132911,0.17374687908670508
0.12781892571259315,0.1379562665337103,0.1484473936917675,0.15973874258510987,0.13825408743461925,0.17756958768417724,0.11021499635802275
0.2180257714703979,0.1432395888526584,0.13066721611176954,0.11861287265378817,0.09459808359894442,0.1403527967285441,0.15450367058389766
0.12836635934410223,0.10069266631456081,0.10082835911974587,0.2754326515123731,0.16642491370035528,0.11514558454429602,0.11310946546456657
0.09418947886190121,0.15309917231961173,0.09788859120482382,0.2052714195873335,0.15083190705124927,0.16765382106103777,0.13106560991404292
0.1855251796634678,0.09675484440351348,0.16170554059995748,0.16866191178878767,0.11269997131196811,0.15534252221015366,0.11931003002215178
0.10170188734624841,0.10824096575286297,0.11932811213314214,0.16266713323330473,0.14270586937422264,0.2112064041475565,0.15414962801266258
0.09889445476517085,0.18047028627688647,0.14578883909166132,0.21219694226881647,0.10951988252060192,0.1369643691369081,0.11616522593995514
0.11912721673081639,0.12597540009373462,0.11687611715784131,0.24660769141167602,0.16250559657648828,0.10764197574499365,0.12126600228444973
0.11279271906072391,0.09598307940730019,0.13814569620273107,0.1975549303365634,0.0904511405605502,0.1867894666098425,0.17828296782228864
0.1900194061610194,0.16332929759330123,0.1461241805125147,0.12529072024655574,0.14143490671328227,0.11951433947587367,0.11428714929745303
0.1313725607363223,0.1252826129509787,0.14241442445122496,0.16809002478348067,0.17731936813914054,0.11085996356655249,0.14466104537230018
0.11101570609332868,0.15852022649863676,0.1419556772581255,0.1548803908637856,0.12948862116802048,0.13629220213634302,0.16784717598175994
0.19117013853020545,0.11536825158802828,0.11343091041848592,0.17426837048052668,0.1302834454610674,0.14336222851718936,0.13211665500449712
0.1382926715773562,0.14120342256695412,0.11845393008359167,0.18432621586686573,0.10979275667056458,0.16750384971361137,0.1404271535210563
0.14499259888877414,0.2150689816310546,0.17592043381030953,0.12442660762547426,0.1295814508445746,0.10622189121581184,0.10378803598400081
0.113698888999622,0.2512830832707375,0.13402956320647116,0.1442003429820488,0.12798434164126485,0.12665103752041323,0.10215274237944258
0.11448938330433402,0.12857464628984508,0.18766007478489624,0.16780935626726756,0.09958164917151505,0.14388814249975504,0.157996747682387
0.14650885036758649,0.11447535271952182,0.14430848974698676,0.13930965186094926,0.13548139533517786,0.15806060816773113,0.16185565180204672
0.14440882960521909,0.18112428193279265,0.12845783679162723,0.16384709498787597,0.1181828691765314,0.15309788470615834,0.1108812027997956
0.20851815527565937,0.15427046201132755,0.08859411521510574,0.13615213636225404,0.18759279123392622,0.14745002459093023,0.07742231531079707
0.2605278704441781,0.1565415396739881,0.10988737233098975,0.10897676678168487,0.10824555360230079,0.14422873984406537,0.11159215732279326
0.26145628967027845,0.1559990627576946,0.11058694568668093,0.11282020955919775,0.13752150143003483,0.11540106395597853,0.1062149269401348
0.1860782074308617,0.16291621514610108,0.09903738236344571,0.1290797466024454,0.17950622534470587,0.1281030530118181,0.11527917010062226
0.10149246189426982,0.1521734699292443,0.10581105639213599,0.1917761236575426,0.10492019005723956,0.18217186882602285,0.161654829243545
0.4457945352111137,0.1265281531089479,0.09586678592317649,0.072776508164797,0.07648417624204307,0.10142726348455643,0.08112257786536534
0.2025588665353345,0.08665030875641283,0.1444648870807736,0.09415506715438514,0.10104354130220077,0.11285034445369975,0.2582769847171933
0.23643227697656363,0.15949290650608872,0.07071883566832901,0.0938460441870311,0.07441738505063036,0.22856479362857854,0.13652775798277864
0.19265487952364793,0.13234408180409005,0.1895514308366917,0.16393918033984134,0.1189834313740011,0.08539430176641578,0.11713269435531225
0.1497849805797628,0.20006095807683144,0.13074977446288985,0.12878856527249166,0.12960758036199263,0.14185349716679707,0.11915464407923451
0.1135457094480452,0.2745042707510376,0.13070262016063294,0.12256153251256938,0.1094682047053005,0.1413957045800339,0.10782195784238055
0.19308813032746716,0.10783564826839952,0.11037941787697765,0.1688412242675365,0.13509131928170626,0.1223411456651676,0.16242311431274528
0.10392489442302764,0.08578516915429013,0.12001171514153433,0.14780451083183124,0.15140951549602072,0.240785125516017,0.15027906943727898
0.194600833668794,0.10289009112906608,0.09277421457140052,0.1512238610202269,0.09473068658782842,0.16548792897469614,0.19829238404798794
0.20767521018153806,0.14491225578410974,0.09387060179010996,0.12976511100187532,0.15105548577105554,0.1582956401900274,0.11442569528128424
0.11041556012189079,0.07299286159807834,0.1511843567231985,0.10465241977929683,0.08311240990974396,0.1283248635321649,0.3493175283356267
0.053017406031810675,0.07482242010729057,0.13591963287470069,0.21297076328524892,0.06887918639838626,0.08812404969795598,0.36626654160460687
0.08120217888968997,0.1034839781879352,0.21890836342645667,0.10846842420976394,0.10831620682508755,0.13056717112971727,0.2490536773313494
0.1840320951739062,0.32848153072796377,0.11553460475592274,0.0817958528657571,0.057072467774787784,0.0971855158378242,0.1358979328638383
0.15101585496168163,0.1582239941287896,0.14592350633341017,0.15967888587819504,0.11963513577018449,0.1042097151771917,0.16131290775054744
0.1506064444855443,0.1548217649689826,0.19189471864486662,0.12417752089708972,0.10372920792460213,0.16291701155010357,0.11185333152881133
0.12169586789527109,0.10274068827141476,0.13355245193436668,0.22716686554421928,0.09097916896299915,0.14984061232164708,0.17402434507008196
0.16191904174719934,0.16771162642408663,0.09537052159207336,0.15189477879952318,0.11396694051655296,0.14213896944996296,0.16699812147060167
0.12098669759643364,0.16595090877983687,0.12481090233499473,0.13634608571110288,0.1285722695542639,0.19666934390801152,0.12666379211535628
0.12532734996080303,0.24261876483302586,0.09566364408648231,0.13337010292769624,0.1769189236761341,0.11207500687581354,0.11402620764004506
0.2270370520126974,0.13021505065433922,0.11011381831293653,0.19478405785453465,0.086822879170392,0.1597156719916917,0.09131147000340839
0.10893679133673771,0.1807287732166656,0.10634199036904318,0.13884872796215159,0.08123510887367787,0.12026389952760913,0.2636447087141149
0.16019659181853352,0.12085594259099254,0.13021109333937722,0.21877999207751767,0.11928580180918558,0.13838651024984885,0.11228406811454475
0.30234626323387875,0.1553992023347063,0.08952410711668281,0.1673883164556824,0.07744554857429303,0.08191440018794574,0.12598216209681087
0.10120910536146988,0.14942382459110964,0.10087053479078695,0.26979269410327716,0.08709521248805457,0.1093981743056623,0.18221045435963948
0.2016395549520433,0.10035019657821301,0.1186265121917433,0.12109584298691407,0.1722789434418967,0.10792614328711425,0.17808280656207526
0.17773202956695586,0.10449428232698459,0.12416855887639591,0.12614789103857477,0.1450548333062914,0.215671285323585,0.10673111956121265
0.2046502701333303,0.0964116175469329,0.11925869972698776,0.1599544235899848,0.10557134068876828,0.15923786586409774,0.15491578244989826
0.23186188454906453,0.15260064022889333,0.13121924984353225,0.18021902611158772,0.09518362340193072,0.1112409614395787,0.09767461442541274
0.2610114790531749,0.12833298080085356,0.12645845387110805,0.13120941437524827,0.11185699589665385,0.10072353191331974,0.1404071440896415
0.2964226074379389,0.09550116208589468,0.14003650991631247,0.0898120740156847,0.06229928846786545,0.1826672320503752,0.1332611260259284
0.11319903555260545,0.19777717703263986,0.11902402315251108,0.20255389721840558,0.12503586718091197,0.14624773455118786,0.09616226531173815
0.1148584465978835,0.17076876105579358,0.1511444611330831,0.16619301357939553,0.13723445189832675,0.16166007630872797,0.09814078942678973
0.12374223690236122,0.13348453016440723,0.11511344709818663,0.28819744634754163,0.13177869110380183,0.11756954998757993,0.09011409839612153
0.1662412833201074,0.1168580419427168,0.11458373516390735,0.17720676039666072,0.13381740058190042,0.14473511097343789,0.1465576676212694
0.11084509952758345,0.13714656389516441,0.08623136998342183,0.1574206964089881,0.13114792060852123,0.2572627650311472,0.11994558454517379
0.1660242036715754,0.11060275283224434,0.11859151992054631,0.1287918786825842,0.16851734257839845,0.19110626066477213,0.11636604164987949
0.14483461046317564,0.1381369493012475,0.1483162765444181,0.1463206308640941,0.12473457957526021,0.18615522783893731,0.11150172541286706
0.10977075218408323,0.13609139039242865,0.18348019486992823,0.11716910571816679,0.1315214290645833,0.19112362055362078,0.130843507217189
0.1305760699778704,0.1426530181011663,0.13198203368318767,0.1016765633285187,0.08598603057009596,0.2093626896707377,0.19776359466842333
0.1970857951548522,0.19413983479395755,0.11410950289100191,0.10973907551549923,0.13691203608669053,0.11479000040305724,0.13322375515494117
0.15463443097768168,0.15544262662346384,0.11900693101538028,0.09115921385224686,0.16458505688616826,0.1913341205710686,0.12383762007399042
0.12234237112933752,0.1717133644064913,0.10839121892182131,0.16330366028467794,0.17863610134111435,0.15214307286969334,0.10347021104686414
0.15149533589044706,0.12112497041610946,0.2567057305002698,0.11399588766767528,0.08703669448950253,0.15222187473055898,0.11741950630543684
0.13775526279552255,0.2448541335356286,0.12250017043580032,0.10952837692059461,0.11905620420444085,0.13017662469161487,0.1361292274163981
0.20077100356341757,0.1488622944604881,0.1307329150938017,0.12918621006629405,0.13040640727112723,0.14546827523282066,0.11457289431205037
0.12833961324450405,0.18361878841603443,0.10003486232698464,0.1877078739880803,0.10125777618021084,0.16753223614057444,0.13150884970361115
0.1012937397923325,0.13104531177528336,0.08812106941386998,0.2801668056102382,0.1529555585194931,0.13527341173511484,0.1111441031536679
0.09713093671503323,0.15734018331152302,0.14368222532731345,0.2280453384154408,0.15036143720378037,0.11293138623107644,0.11050849279583275
0.10161740267618834,0.1799331258889578,0.12379532953318167,0.18663208971890782,0.1269612937073445,0.10396534161205358,0.1770954168633662
0.22999469501848682,0.13914708077081736,0.1304415687280344,0.1304164655932966,0.10111469629414835,0.1364830380509068,0.13240245554430957
0.1366451705588104,0.1655195619961285,0.15905932534605421,0.11544720418774422,0.09832683578205835,0.13890549935580007,0.18609640277340425
0.18258185614246827,0.27797993339404464,0.07458315061342406,0.13071826117632712,0.08620297671274071,0.10345441126449291,0.14447941069650225
0.13040639157908204,0.12731246630793633,0.13403926114839282,0.1293571304830024,0.11320776058543768,0.25589503922234025,0.10978195067380855
0.1353846285856792,0.10347940123522573,0.12700022896380023,0.1912051061831088,0.13805152018359007,0.19482327542098563,0.11005583942761053
0.113630611409617,0.1846876403501608,0.15493739314685454,0.13766261753834982,0.10737083287604407,0.20521616674305615,0.096494737935917535
0.134886794074693,0.21483280436774788,0.1281980647046343,0.14996942478839945,0.1472567010024236,0.12430752270061367,0.10054868836148789
0.10456319240107698,0.3097405737920546,0.08117337745339348,0.1787994513926952,0.09597969820051044,0.10316560906507807,0.1265780976951914
0.099280956018726,0.13528225909946673,0.10414189996692115,0.17560305862073156,0.22714661108947704,0.09917838184755226,0.15936683335712523
0.108170760229812,0.10231099936713815,0.11194740452513677,0.2971526674243408,0.16614992992688218,0.09619293175688187,0.11807530676980806
0.08305694884525174,0.10819957290057965,0.08645701750527383,0.16039911062152581,0.07699289224232488,0.09355029622980691,0.39134416165523717
0.11366077302932008,0.3349301302346453,0.07071626893296945,0.09795622534459948,0.15649459306285718,0.09652056643881085,0.12972144295679774
0.11068071728968538,0.0870209707657104,0.1567746204164107,0.19623364889190673,0.0891820487135811,0.15562923913296367,0.20447875478974212
0.11121038490446937,0.10682303556852854,0.09216529443598745,0.13500250221084417,0.08372719532721981,0.11426138595100938,0.3568102016019414
0.11483496251293511,0.19268115112164586,0.091320198528517,0.09847231577745037,0.1007625324835298,0.11696757334216967,0.2849612662337522
0.10518976862231502,0.18780807979952702,0.08713128631553041,0.1797429418492019,0.09548795698882774,0.10485225480482638,0.23978771161977153
0.0970256380232814,0.10643920958320444,0.09935293793605723,0.39979180006997445,0.07832186568136361,0.12038380924966616,0.0986847394564529
0.1299629464873765,0.0952627175035597,0.25787905924052207,0.15198804840564734,0.07343168066898446,0.08417936703823994,0.20729618065567001
0.19204084436019064,0.14491332293409162,0.1302719905108762,0.090116071395747,0.14637108290490314,0.18759061059602763,0.10869607729816387
0.17809092153698725,0.11870233665169672,0.13965612020119045,0.18328822862536004,0.1548553447140819,0.11010769284359398,0.11529935542708945
0.17640390451351518,0.09701489793711025,0.11875219051415738,0.10017054409856586,0.08984460003403975,0.22503917915217753,0.19277468375043402
0.17224967318039067,0.09074912795252334,0.24550874242775428,0.15530329535800783,0.0905445551086065,0.10962119832942188,0.1360234076432954
0.10072187207396903,0.13762957686440702,0.20338296994582342,0.1123423096025592,0.14963435061500258,0.1388529159580629,0.15743600494017584
0.11265189357562179,0.2067512370285456,0.1406074610448459,0.15139117016412676,0.09616563035888848,0.10603831899559468,0.18639428883237685
0.11497455961629088,0.12360362414237051,0.25818672599964404,0.12898054194859201,0.09706623950951011,0.11548231920469088,0.16170598957890167
0.17018268635696376,0.2373006750391387,0.10902674843532924,0.09673256177187332,0.10922157028084921,0.14125958933741664,0.13627616877842913
0.14927725177260462,0.1183275414675658,0.1397073096844985,0.10510595190525164,0.16296642488019725,0.17699391608984524,0.14762160420003698
0.2119202910799006,0.2370778220960761,0.08024287097014098,0.10275778306261732,0.11934369618135522,0.16300891166784734,0.0856486249420623
0.15995586411359192,0.22050157445430943,0.1035678118965676,0.10894049772139823,0.1527099180489468,0.1329298733699763,0.12139446039520964
0.19457113034060064,0.11479994729421211,0.1623020401459562,0.12883594464850626,0.11125792347619555,0.1765423101893009,0.11169070390522821
0.19632410815988263,0.13339185506809098,0.1153366881265729,0.16813988704135976,0.10308746423961533,0.15206129296495663,0.13165870439952185
0.05125306169928525,0.04740435917892322,0.14100580223968165,0.12470091857257314,0.04160128225083245,0.071846623322682,0.5221879527360223
0.11114904369502342,0.10636518738115931,0.2542249401332815,0.13339484735891788,0.0902709313925384,0.11194169977530592,0.19265335026377353
0.09337234347864923,0.12942838073774915,0.1038842926351467,0.11212997433928004,0.10348346109736489,0.356998554173608,0.10070299353820214
0.11806042337939207,0.17649803938988107,0.13815413607798954,0.1305321739932771,0.10524084145164743,0.18582309280494788,0.14569129290286487
0.09896468780524845,0.12967265533529412,0.09814144680472447,0.16531439835602668,0.13573583479001558,0.18869115743524734,0.1834798194734434
0.11094716029966942,0.16776553408592385,0.09116084739537664,0.1093576699331738,0.1182956440424215,0.22467525481027187,0.17779788943316285
0.09953712598042645,0.1463860858691138,0.12446677022752986,0.2349178096965379,0.15900049802691466,0.13426589283110998,0.10142581736836752
0.10844106931210519,0.2436191437190219,0.08179717180996679,0.11902385103169989,0.15411933609283476,0.1605608306992275,0.132438597335144
0.1503263367336205,0.12139723712674855,0.10340979948278899,0.2960864446877633,0.08116427773294949,0.08765998802539811,0.15995591621073108
0.216895512695946,0.1448045911835948,0.1495556185253573,0.10899764054290731,0.09088923509217982,0.13761431806934454,0.1512430838906703
0.1629391807225029,0.11640543629505569,0.09816815891990845,0.17430563909901378,0.11995538584921941,0.15121833894858394,0.17700786016571585
0.12354777797170058,0.1768305934305438,0.11017229967063405,0.15259214652121497,0.1075608422555541,0.1737347765809332,0.1555615635694192
0.1337699862273547,0.224205220931439,0.1556173034896213,0.09218458468834434,0.15490124411951992,0.1359798241486534,0.10334183639506721
0.08662695668355413,0.16821158643245387,0.21663718453766917,0.14670567300155138,0.08420499417393124,0.11546003631460501,0.18215356885623513
0.22430908623972065,0.09840906218427185,0.11832779249753546,0.1621075072737117,0.12471431898824542,0.14219377679104653,0.12993845602546858
0.10467157003849946,0.10111022720075787,0.2389887429877961,0.11776763679003993,0.11046785152918466,0.1508032163584544,0.17619075509526755
0.14167492009134952,0.17823653647819937,0.2591824063600473,0.10758631411870125,0.09884721030207531,0.11515797825594634,0.09931463439368093
0.12819956234060323,0.16699100754449167,0.09621241091557264,0.14673421254382338,0.1428786278140785,0.21130364909051233,0.10768052975091814
0.10734672762887786,0.1344349831621216,0.17093205652033727,0.1500369040084122,0.11965907133793816,0.15583001676323707,0.1617602405790758
0.1688110091618188,0.1445296225655222,0.08422539781017238,0.25913867415100306,0.15868634764717815,0.08439261147112634,0.10021633719317911
0.16523412559490963,0.20901913772397784,0.09039459038457677,0.12169712555285118,0.08846381788789072,0.170234369220076,0.15495683363571794
0.1324650635956749,0.21404374635675033,0.1490158084291685,0.09700777550506039,0.17661696874413388,0.13343725781145277,0.09741337955775935
0.23094807121504393,0.12287961825929063,0.14167000522043277,0.11095914133575621,0.08657350641828772,0.12351531749607919,0.1834543400551095
0.16113517147652826,0.17710992627270178,0.12749250725947656,0.16802594094894382,0.11139502740078064,0.13309227533671578,0.12174915130485313
0.1568658346815041,0.10246532505027638,0.09779653195696064,0.15431485343786483,0.15935629127904524,0.1393153739749983,0.1898857896193505
0.09613269844448731,0.1236984953105761,0.16130314059876752,0.18662449699701786,0.13714603730192826,0.16897214670336547,0.12612298464385763
0.11232844558426464,0.1128432540840912,0.16156462612823613,0.1393690941202086,0.1589917817039949,0.1780477729664773,0.13685502541272737
0.15316508759969003,0.15073169233995615,0.16941437406315887,0.13632963315177962,0.08783471247922776,0.12325139287516644,0.17927310749102104
0.12246558425753162,0.14367266255047415,0.257512581573368,0.15066738161926058,0.09593510431944595,0.10228826727135323,0.1274584184085663
0.09720253379763574,0.16482856198835508,0.09250777510735327,0.15570428563877828,0.13334853370645908,0.1774986054871618,0.17890970427425684
0.23734966113920244,0.12640755051797975,0.10101921326294745,0.1093370466270485,0.15417586432941252,0.1454662684202648,0.1262443957031447
0.10473000030332065,0.10482464212085135,0.1144438676917609,0.16373226125703433,0.08749298659899388,0.15067880441043963,0.27409743761759925
0.1724308894359204,0.10315373042153705,0.09825466033823155,0.15550664671215034,0.12598710066247282,0.21173790443642143,0.13292906799326643
0.18497844744905553,0.1292702509655863,0.14081348572054114,0.15202305621520593,0.10060784664514646,0.11234396956619766,0.17996294343826708
0.1264718571152882,0.1065294315013292,0.13439268232294738,0.20273387942989707,0.12617451178834652,0.16144960066624975,0.1422480371759418
0.11395584412735014,0.14559584095524053,0.15662629129897918,0.15283511821601348,0.14435512462737426,0.11406443603159513,0.17256734474344732
0.10148340284019455,0.11378933882332462,0.23019658805533325,0.1251018447127902,0.13678489822530562,0.18769465434649402,0.1049492729965577
0.08351481897951546,0.10121303939781301,0.15777055224233408,0.09199498892707494,0.11138193520733305,0.09021079266985785,0.3639138725760717
0.2580884528394709,0.1468007053774682,0.1259542017082309,0.12967900743941718,0.10272244508522907,0.1323631973412293,0.10439199020895425
0.11412665054764323,0.1730995026887015,0.13165108038917944,0.1765153807498966,0.15354474252926123,0.10711772584913726,0.1439449172461808
0.14972955127058335,0.12039055656370963,0.14391563760172207,0.10706625663671274,0.11118894924567192,0.18693234724546318,0.18077670143613697
0.17820448981032777,0.09749615082901536,0.10566420981774219,0.14247212056601313,0.08735952376161982,0.2676892051708773,0.12111430004440418
0.23245210938725394,0.09697467435240263,0.11837399631966673,0.13399300160161914,0.08962907123037069,0.10214627779597284,0.22643086931271406
0.12459225631736873,0.17599172816045852,0.149294548688535,0.24053968845765902,0.10473233991943315,0.09959441373394315,0.10525502472260266
0.09580187358408315,0.1341794864816971,0.20941195003241725,0.19117896314707758,0.09144265523728924,0.10897208093650314,0.1690129905809324
0.19036117720546541,0.13146830764424194,0.1351361803393092,0.09557083586952299,0.23050629397725445,0.10333620835071916,0.11362099661348683
0.11280563574069104,0.14918029469273328,0.18436850174453398,0.08307706157860514,0.11250931706523286,0.19437526677631423,0.1636839224018895
0.11124257265571726,0.08952036512866797,0.16943825716604352,0.20130076404048303,0.08476949999649311,0.13203896341723262,0.21168957759536255
0.09963429179970508,0.14941044698752326,0.10235900295579513,0.19266456858785797,0.14375918128156415,0.12925612182772264,0.18291638655983158
0.13478383671920607,0.14201731688348634,0.11492323538636649,0.16367469163202228,0.140374941707251,0.13478242929056847,0.16944354838109923
0.10312756806199978,0.10890919136676319,0.13010971562535503,0.23560288474843522,0.14291780262750978,0.12780925274433588,0.15152358482560116
0.140819966096951,0.19315817345852046,0.13614375446469917,0.16371520743661466,0.10664728053425501,0.11910740970444889,0.14040820830451073
0.18550843917096216,0.159267089952037,0.11676170158658172,0.11292797568584442,0.11770217632346727,0.17456855688252418,0.13326406039858335
0.15677310184013865,0.20655666958820365,0.09719692177981543,0.14789648088567034,0.12609689351303568,0.1636257133271745,0.10185421906596165
0.11585725266836086,0.2709159010168243,0.10017309286320003,0.1137595774673266,0.12759137163618592,0.14152910026191026,0.13017370408619214
0.13622608347819562,0.18423469174892798,0.10385391665538378,0.1657719233724911,0.10811802100988178,0.18819188196012354,0.11360348177499625
0.1513218353756379,0.11706428488315437,0.10565382830219637,0.1792180093476173,0.15492362696342696,0.14082080302019576,0.1509976121077713
0.13447160581720982,0.12066184048742443,0.1055123910628081,0.14306673520175817,0.27097844496146933,0.11081849960431478,0.11449048286501522
0.22577968950614005,0.15396911858591827,0.1059189747404799,0.12944175838430722,0.1403876809573208,0.15866342838525757,0.0858393494405764
0.20635963883636385,0.1534739767238085,0.11102743295403376,0.14179373483638016,0.13566587655689263,0.14074034705506167,0.1109389930374595
0.10175166968639357,0.15789285319915017,0.19659809861831234,0.16420350667936234,0.0943453513436688,0.1421024222491777,0.143106098223935
0.28785243672386607,0.11051430721727791,0.13494278322532258,0.11445987413158719,0.15565720926210946,0.09722301411327251,0.09935037532656414
0.1130549512287456,0.13837617606688235,0.09830641163478969,0.20814261774436854,0.17503217644199942,0.12798003670555372,0.13910763017766067
0.09284635392263142,0.1791394985114386,0.14256075227989687,0.15973162647860628,0.14699497516208615,0.12118602930555898,0.15754076433978179
0.16731170589185024,0.14730344095222878,0.1585565136525682,0.14862695565026707,0.1600108697362373,0.11137694422346518,0.10681356989338334
0.11247529777084674,0.21780400545472484,0.11059679778066916,0.11009990696217475,0.10543660162608809,0.14706360872905233,0.19652378167644394
0.12392891182072081,0.17813794415495768,0.09921461056488347,0.20226352810791381,0.20225335937044728,0.09117446588878979,0.10302718009228735
0.15607768931152438,0.09050294010490557,0.12919909908848753,0.1681591574625401,0.15586998298662394,0.1349783899069109,0.16521274113900752
0.21671412244649438,0.10481586017173623,0.13416837553704608,0.09171893093725794,0.1305634503891609,0.10689576843457349,0.21512349208373077
0.24470529536647515,0.21538891704777735,0.15679089817434844,0.10607332199726417,0.1086856387959283,0.08047645176605447,0.08787947685215204
0.11614362042111001,0.1525748249156959,0.11398292220625944,0.14216067959223386,0.17217813331492876,0.10631087532727272,0.19664894422249946
