t_1,t_2,t_3,t_4,t_5,t_6
0.118159427291467,0.09608186392619968,0.08934081678536807,0.16082283875791356,0.0957636839202248,0.4398313693188269
0.15563493463223602,0.13036238104608566,0.18084222168167108,0.2435235835880736,0.13197390664048742,0.15766297241144608
0.19155768610892845,0.1455785492539721,0.155462185462028,0.15543633119635944,0.13019822387931274,0.22176702409939927
0.11375334490465329,0.13349243588068496,0.10681410338024283,0.1636805272781599,0.13030970411449164,0.3519498844417674
0.10321158169991648,0.12870827927277562,0.12138585665069498,0.13933767024187585,0.1421470366535562,0.3652095754811808
0.11690926638280388,0.19525363150379826,0.16217260624933866,0.10505477736610185,0.25236562696573,0.16824409153222727
0.11299680416372562,0.19591204868792797,0.09962044890623727,0.13268952390997288,0.15361978835524784,0.3051613859768886
0.09718251625263656,0.09507557433823216,0.26620964169695044,0.20093887264425936,0.16000438266635716,0.18058901240156428
0.1586586496756189,0.12437138816935911,0.1936110732737254,0.15603002889439938,0.15132180418997399,0.21600705579692325
0.1363633592920927,0.12715565304474508,0.15698275681125068,0.11212750729993412,0.22882943940655998,0.23854128414541748
0.18001513691511095,0.1440611858348365,0.18760297915211785,0.1620228117480272,0.14876820011238026,0.1775296862375272
0.12831689756769937,0.24451830140447758,0.12239744031584557,0.10802690303321069,0.10622224608602128,0.2905182115927456
0.12691644722333023,0.17427950958414978,0.2719712503725611,0.11696990005878104,0.19110100236613756,0.11876189039504012
0.1360160896505456,0.14967036801276767,0.1200886700718136,0.21719592779079436,0.22408815651755512,0.1529407879565236
0.1736382705690379,0.1985454050737411,0.14650162416209625,0.14477398516422035,0.2167205806559474,0.11982013437495685
0.28227123899291967,0.27408415722599744,0.12837439593238123,0.10428242768905996,0.1251189202910428,0.08586885986859868
0.16446151857617589,0.25960984840661516,0.10593768726018192,0.14810791407524612,0.15404266845350453,0.16784036322827636
0.16700534978944956,0.16911817850859606,0.20101578449690494,0.14983290528141124,0.15048537783686528,0.16254240408677303
0.1449352323056492,0.12405950207289794,0.20736665000620558,0.15048813844584172,0.22353254604813633,0.14961793112126914
0.09005019310293473,0.10615857265787325,0.3890229433319132,0.12367300801954144,0.1603957468061659,0.13069953608157128
0.2053386434976529,0.12329024839548103,0.25043398552952695,0.1550422295046827,0.1544096084092182,0.11148528466343817
0.2012813159715719,0.14253205668039642,0.14069390501814671,0.14221186491958315,0.16888743084970023,0.20439342656060155
0.12342013655875046,0.15488363370451036,0.2293706309443944,0.20858414824221017,0.1452127608486683,0.13852868970146642
0.15009286069092279,0.14651765846676157,0.19038944751326958,0.11604932918846271,0.30120410473726744,0.0957465994033158
0.15035537831202414,0.1045999031833547,0.17456761524767897,0.16101409785700482,0.24858818304994768,0.16087482234998973
0.1094899235431355,0.11139811643107236,0.2456072133920617,0.1432143538762455,0.24735672200875045,0.14293367074873436
0.13472893361109528,0.09389825956893008,0.15063755756690123,0.09922071809285617,0.3885732963923764,0.13294123476784092
0.11087318513161928,0.1262746549818722,0.20662837794251943,0.14095396070777025,0.2747073638552722,0.14056245738094664
0.22043587006468354,0.17774347676966726,0.12971603659483544,0.16820634390885233,0.16411670827646235,0.139781564385499
0.1366025816790385,0.10684538818651992,0.16334533472427512,0.24248191530124846,0.17476588508263402,0.1759588950262839
0.14735338043741975,0.18710516237552594,0.26558131514960304,0.15500423469970487,0.1347872652559746,0.11016864208177173
0.20761982955943833,0.12645335904925714,0.1633303598008007,0.1971174021223901,0.13742832524448406,0.16805072422362968
0.12009520327799153,0.10146638343200173,0.14867831564442074,0.10596858598969636,0.40009640544104824,0.12369510621484138
0.18946938059239182,0.11528317871792446,0.13528569741970217,0.10716146623485748,0.302128377848123,0.15067189918700113
0.17396341281629227,0.11277353957068117,0.17252988891471113,0.20140162854592586,0.18335976399700388,0.1559717661553857
0.23378618727317263,0.21481519588598336,0.1775682562900236,0.12842584606870427,0.13828661594565897,0.10711789853645695
0.1739337149098606,0.11710177696398819,0.2329372830196934,0.2123524002535242,0.14575294536490127,0.1179218794880321
0.23201887451145714,0.18132397605313488,0.1475837528132786,0.12822216971816325,0.15177645351914562,0.15907477338482054
0.1500762296824315,0.10958940052372841,0.25168358975920596,0.1713228342175498,0.14805306724687028,0.16927487857021395
0.12049372795374476,0.1321436731569272,0.3233810848671855,0.13304135640081688,0.1430591574947416,0.14788100012658412
0.15629704966406466,0.2015447945788974,0.1667687852828256,0.17577435950158773,0.18435558388284543,0.11525942708977897
0.14690906574516133,0.18327276531224,0.1729593127636522,0.15750690461146566,0.16214862556492812,0.17720332600255262
0.23064164426111838,0.11497377114464313,0.1524028138038017,0.20286848230109122,0.16307483294930963,0.1360384555400359
0.13980986231125409,0.1759184856013268,0.14094902153869734,0.1766301801523578,0.15092849332210076,0.21576395707426319
0.11548395054693143,0.14021228621904117,0.18980829130064233,0.1621162419218185,0.17169587895454722,0.2206833510570194
0.1620022673001255,0.17933868225072908,0.1846126674094747,0.16855819526595903,0.1812869929274306,0.12420119484628096
0.17227778698944243,0.38218861011215555,0.12312432366336745,0.11703031102372272,0.10578512112895502,0.09959384708235705
0.13796934729099347,0.11488157316255126,0.16367855479354812,0.2559031693024217,0.21492680290906782,0.11264055254141758
0.14085723303537645,0.1251666511446699,0.17482320541148869,0.26604379852337695,0.14840044887087264,0.14470866301421537
0.10899852267581946,0.09901669226733452,0.35969234554352353,0.1284276897336809,0.20270813470416474,0.10115661507547709
0.11952654427534816,0.21530247569809416,0.14985108530918959,0.18686154520223003,0.20610462669594748,0.12235372281919063
0.10684925477505308,0.16797025875735802,0.25985597318084747,0.16792030807252598,0.14351260901694188,0.15389159619727372
0.13661366180766088,0.16077327704742522,0.14732350286095988,0.22433063957924293,0.13096738858186943,0.19999153012284188
0.20198079234378713,0.14679357278793215,0.18225937390921973,0.14654006373337838,0.14978530148161545,0.1726408957440671
0.19888361079790465,0.13754701456506738,0.1780077490764079,0.14092058724019604,0.21731768738325857,0.12732335093716549
0.10843135369510719,0.15534103450860043,0.22898759921749412,0.15871023320499528,0.19045016452313554,0.15807961485066743
0.1145127533248895,0.21187192313415928,0.2071131740239974,0.1295044522444477,0.13014139827281934,0.20685629899968674
0.2160331131890361,0.12376679115412717,0.14542111581792388,0.17921272151293186,0.21813949260958962,0.11742676571639146
0.17023102894802683,0.139483971885815,0.18927769432833075,0.20608302078446444,0.15647918790952445,0.1384450961438386
0.15182944273781523,0.28263942986091667,0.17966525783881795,0.12319261810523362,0.15699159379743033,0.1056816576597862
0.12034558937680621,0.3104650008717422,0.17047902421649153,0.14368079388554902,0.12407387395410253,0.13095571769530856
0.11745961475941823,0.14047945081295304,0.2238259580771259,0.20615878039255087,0.15104731946456212,0.16102887649338982
0.1345573639068457,0.26239494047961487,0.0899637350286405,0.12585994883884408,0.18265625899180787,0.204567752754247
0.20381538612798258,0.21193178224049583,0.1216604161101524,0.17788990555589324,0.14943104211904823,0.1352714678464279
0.19196784083835164,0.14163498734941432,0.12130264101344783,0.19938211291191324,0.2484050223542568,0.09730739553261629
0.16584471990789182,0.1609325083947409,0.1751952153645969,0.1634641323669804,0.20790321994648073,0.12666020401930922
0.16578191996881997,0.1979201055096008,0.1734748981764796,0.13355223037240707,0.20869451050039997,0.12057633547229238
0.16995606097721427,0.20335844669942277,0.15150080345595285,0.22013535040355012,0.14179587515787712,0.11325346330598289
0.12764098779115193,0.10820558813290307,0.16701276638274445,0.11620998057479723,0.3145750175537499,0.1663556595646533
0.2614752041298757,0.13824334049815162,0.13474355439762892,0.13886307290911526,0.2215403192030988,0.10513450886212974
0.15969886974368075,0.11015591581499817,0.1677995018455009,0.13123972414702625,0.20186933797573564,0.2292366504730583
0.1796908546219493,0.2131224160409791,0.11870100415474583,0.09854056382157171,0.2689203605574725,0.1210248008032816
0.10012600207547787,0.14138769080251984,0.2624982632928564,0.16351015882727357,0.16825180941848397,0.16422607558338842
0.16957977196497231,0.12454482534528362,0.16885349229593066,0.1220057678725226,0.2367208665634878,0.17829527595780312
0.1450174083513869,0.18605427140510195,0.20655526178543931,0.16553351912050232,0.1433882103926256,0.15345132894494393
0.31663963937369594,0.11795315624790972,0.13960964734404027,0.12600933149818877,0.11440295155994598,0.18538527397621934
0.12512920156521232,0.08987754304751115,0.18926694203028324,0.1628124996770773,0.19744890149223635,0.23546491218767976
0.17160045303387822,0.0865442020568721,0.10083481258619062,0.09162784929279051,0.17571840950297918,0.37367427352728927
0.1751517533885809,0.14941101166355641,0.184209234264741,0.16920397392897032,0.1560816173274592,0.16594240942669217
0.10860737644632099,0.1276794627745935,0.15379869646823097,0.14749332136214113,0.11762562305406594,0.3447955198946474
0.1358448154663213,0.10005860487516494,0.12745194616497155,0.12871703987035732,0.08289474908241162,0.42503284454077334
0.08825850184433574,0.16225387215695586,0.13449639249634696,0.19355010329895633,0.1425748520671612,0.27886627813624393
0.2742301956623639,0.2611016742113212,0.11143228927318838,0.11982783538359133,0.10879850819625041,0.1246094972732847
0.14010479217099475,0.12803974997095094,0.3513800987264654,0.1234708154619127,0.1422117318269679,0.11479281184270815
