t_1,t_2,t_3,t_4,t_5
0.15140934938113912,0.3204248678278568,0.20862212233022354,0.12771194155034088,0.1918317189104397
0.18618960458632988,0.24111701937838007,0.17880896008382893,0.21409268210637913,0.17979173384508207
0.14549139653214077,0.3448436878845786,0.13467687549838123,0.24142657984980842,0.13356146023509088
0.20441051718558761,0.16350354435758782,0.1780910226086318,0.24692489326933986,0.20707002257885287
0.16318213616567473,0.19239388603489355,0.1363267110641293,0.3265015535646321,0.18159571317067016
0.2040686886396814,0.20908467038494213,0.2662041790158582,0.18220234746401742,0.13844011449550084
0.13954941502267287,0.20661062766408048,0.2318260130583079,0.17453847492305274,0.24747546933188586
0.1711621372628174,0.14794097102872408,0.132503495940318,0.3932295734029026,0.15516382236523787
0.27372220545721004,0.27875866594132387,0.13289582638188185,0.12886187104056712,0.1857614311790171
0.16093110423198442,0.15380571927378364,0.1985468106699905,0.3520219995771193,0.13469436624712186
0.25014784689051905,0.2925065100635316,0.15619159238862515,0.1554413085217494,0.14571274213557478
0.12690595667698643,0.2591469002492492,0.289978430363549,0.17390906791212457,0.15005964479809095
0.1492636843605026,0.24360441107949649,0.17018227743685618,0.23999021952995933,0.19695940759318545
0.19043172484612766,0.24871171394711142,0.17924397546460222,0.17074772174218242,0.21086486399997628
0.14458670166174292,0.2353373176941942,0.25626964566735894,0.18190677936482755,0.18189955561187632
0.18183331880114123,0.15439005092715868,0.15104355769517647,0.2525236470796471,0.26020942549687653
0.2662353418733953,0.1707266010959008,0.24373107402348715,0.15864168192430464,0.16066530108291208
0.16856502434201115,0.27520012743239336,0.12636731493135991,0.28679193052423085,0.14307560277000464
0.14960902201954604,0.22795987975759802,0.23888325166596752,0.16743835211529104,0.21610949444159744
0.28588006124119086,0.1655692330413044,0.15432046213887937,0.18108898668644458,0.21314125689218075
0.2630949811463399,0.20687486257887014,0.16750820245062972,0.15371751536751677,0.20880443845664348
0.23301509898735004,0.2528426281156883,0.18945580129322223,0.17816834924760044,0.14651812235613892
0.16193662142841733,0.2755172517086241,0.2880554569368623,0.13326684352248921,0.1412238264036072
0.16297537075105978,0.1672748463643767,0.2559105737160274,0.15964370799751446,0.2541955011710217
0.16290392897775063,0.20197446321007392,0.14508297198393647,0.2722792741618508,0.2177593616663882
0.21634509417888356,0.177219598662932,0.1953087257923275,0.2561733742489271,0.1549532071169299
0.2844552169981709,0.12015670841275801,0.14744931054781166,0.30154197803102784,0.1463967860102316
0.19470515869741178,0.22582297488210096,0.14877566786838098,0.277401908391844,0.15329429016026225
0.2606360980489059,0.19310733814104244,0.15751525417354256,0.23410358749087773,0.15463772214563137
0.27259187705808824,0.17547671793073327,0.20142097153805857,0.1649212435065472,0.1855891899665727
0.14100240487086452,0.3109057501285233,0.23010422162247118,0.15226012749757412,0.16572749588056693
0.3979511581124035,0.1403729601739923,0.10285639749044886,0.22886410145083835,0.12995538277231694
0.2359130803786095,0.2509582546813045,0.1296891036095414,0.15156228135394653,0.2318772799765981
0.24013107620705262,0.17883956715458657,0.19317414908803965,0.2012528476046707,0.1866023599456503
0.20018774963328537,0.20645429678922755,0.1927447887188986,0.2034935087528169,0.1971196561057716
0.27221624887104695,0.15630113260829084,0.18940838709976024,0.18552862088925512,0.19654561053164665
0.2588946441122916,0.180404526773664,0.2632673425912115,0.1467128222299019,0.150720664292931
0.1906380254391552,0.27102032223229,0.18280027627832202,0.14098525134956053,0.21455612470067242
0.16319164981128198,0.18530075258657477,0.2087776472748698,0.23212323361684112,0.2106067167104325
0.19930643596019929,0.12489335248708876,0.13529815212103,0.25862135319382806,0.28188070623785394
0.2408854002193785,0.19820862329473946,0.1681382738283066,0.20312099197518774,0.18964671068238761
0.17670385378301784,0.14786810761461028,0.2042489777022448,0.17277678990502432,0.29840227099510275
0.20900284178725081,0.1991003641667159,0.2255590342531106,0.10147418232930061,0.26486357746362205
0.14677870334894588,0.21275191898369816,0.17553248919719425,0.14025965350417513,0.3246772349659867
0.37063192328635985,0.21311389893853383,0.1382079015209638,0.17695541976334064,0.10109085649080207
0.18308478914371648,0.19818185151454093,0.32235713710423963,0.1598297761630373,0.13654644607446575
0.17370158677060024,0.2232890349920287,0.15776610931529125,0.2446001159809325,0.2006431529411473
0.22381221110815536,0.2537391220909159,0.14088337897939376,0.20596228254717186,0.17560300527436298
0.2650053830102985,0.156059731852672,0.22239100410927481,0.1505709526424786,0.20597292838527603
0.146482692958,0.3274904054420113,0.12434555484718227,0.2568099514442185,0.14487139530858784
0.22678113215609486,0.23743234437294256,0.22617233089414043,0.16598934620066952,0.1436248463761526
0.2709614079211152,0.16015623207214952,0.20879660102609238,0.22362843994629725,0.13645731903434563
0.21907728659178313,0.14596386263813363,0.18838084918484102,0.13417048373867868,0.31240751784656345
0.20459946789731434,0.24757681393633002,0.14321624229588104,0.23399654606409898,0.1706109298063757
0.333768988620904,0.1271556855357377,0.2508206432435432,0.09576076033370845,0.19249392226610676
0.16595828565920825,0.2814509678664926,0.18319700538218836,0.16393448306921088,0.20545925802289988
0.23153355310752208,0.22842165889970645,0.20979027152836544,0.14631898057145853,0.18393553589294748
0.16937832107425502,0.1753223549281906,0.18333724373990673,0.29834211044898273,0.17361996980866493
0.2910472938491598,0.21410590551988853,0.1802071664458698,0.16429136212943835,0.1503482720556435
0.15716284285740867,0.3214616586403311,0.19977050329567075,0.17156966693812767,0.15003532826846175
0.18075787946184255,0.19032072967790875,0.35847641825353954,0.11821957296705733,0.15222539963965173
0.2254460922212098,0.2633858887734434,0.17657778631277252,0.15927120511866588,0.17531902757390835
0.2120587526985747,0.13959147350631768,0.1924962977132645,0.26866971438948906,0.18718376169235404
0.18291901686351944,0.3819306794356292,0.11934623703685014,0.19821804681238117,0.11758601985162014
0.19638688783772487,0.182451586337655,0.18598953882403207,0.1449290590972666,0.2902429279033216
0.21498100420061003,0.1920244379657752,0.2465378145441609,0.1812191772131028,0.1652375660763511
0.13094142950915902,0.16933751054673254,0.2443196916457834,0.2537629163992246,0.2016384518991005
0.17419329643053244,0.22210555512030303,0.17309984360255706,0.28488071374783924,0.14572059109876817
0.17871200886011643,0.17441852672616054,0.23777081351644935,0.23904025572146448,0.17005839517580915
0.14875643233584296,0.189192920205501,0.2487408594026804,0.21355565651171388,0.19975413154426194
0.22026558121822773,0.20424412426112062,0.2574038164130075,0.1729835010479432,0.14510297705970085
0.1658646372421104,0.32411602712840343,0.18174678731156738,0.15454408924921353,0.1737284590687053
0.18934642694588008,0.20909081030750407,0.10998945670737459,0.3362674890180007,0.15530581702124072
0.20465909222709958,0.22367667465679958,0.20176937579331894,0.16130378401973725,0.20859107330304472
0.2231492820112068,0.28657703002214496,0.17779602088896165,0.1874292819570823,0.12504838512060432
0.1742021904270996,0.23714991355537793,0.24859065871045358,0.16343932884042914,0.17661790846663977
0.2084943400600903,0.2540021865629143,0.20780448361456438,0.17678225082077612,0.15291673894165503
0.19465495510274633,0.16850108036879946,0.1829226694216606,0.17225166938997388,0.2816696257168197
0.18326699891755144,0.13300373444667862,0.31775438701956915,0.16557440851161803,0.20040047110458276
0.13660909788200776,0.23224845909775232,0.24279487257666213,0.17223433968670518,0.21611323075687264
0.20942450213815988,0.2007519882163711,0.20682620309700173,0.1400623020021461,0.2429350045463211
0.20135509911000138,0.17854843177965452,0.26122147786262895,0.18564412866512076,0.17323086258259432
0.22182552259203564,0.29575293299069166,0.1578623416465622,0.14667814222437883,0.17788106054633168
0.29750467425712485,0.19365521724023146,0.19646557296524111,0.1817279525361583,0.1306465830012445
0.2832616210758601,0.19997668896547788,0.13700458677479443,0.19566019511258242,0.18409690807128506
0.26218543790765264,0.1868735263730249,0.1912963501515638,0.14766911247317308,0.21197557309458562
0.24035975668296072,0.1845796641092736,0.20109933611667072,0.16691861070595462,0.2070426323851403
0.20930508864921185,0.22494850153614582,0.22941482079999662,0.17783534335055093,0.15849624566409487
0.3147356810067442,0.1428095933687547,0.13844352301359436,0.18082602441039222,0.22318517820051453
0.19013572280962787,0.17203970110019462,0.2386801695430276,0.1603638571239983,0.2387805494231515
0.2521095860446005,0.07713597283969192,0.35344581019480636,0.145343296314133,0.17196533460676822
0.14987064583034396,0.1409454009859804,0.19272923604511497,0.13721005885864013,0.3792446582799206
0.2543732070879651,0.12858553749806156,0.23195018247523744,0.14069748266671261,0.2443935902720232
0.12940723573595772,0.1437941205711007,0.2828281872733638,0.26074023856021017,0.18323021785936763
0.16668161276135443,0.17553700357304686,0.1743457970892481,0.1774336525476469,0.30600193402870385
0.1866979718281729,0.15211767803786763,0.18535557141749115,0.13203330675768468,0.34379547195878374
0.1546835825307326,0.15069653120061458,0.1730345457898981,0.23844482544614726,0.2831405150326074
0.11824780042739307,0.13135019262118985,0.26571307849566794,0.15155431243046752,0.33313461602528166
0.19481385380096905,0.1575235061718199,0.3263346830245158,0.1502695923580581,0.17105836464463714
0.21745647399498863,0.27333910904436487,0.1650996098159909,0.17071968126199616,0.1733851258826595
0.15132224633128796,0.22760947155529715,0.14521198389817616,0.2942732338301336,0.1815830643851052
0.18819186782196287,0.19773615124658156,0.16861218562713698,0.16812491116609435,0.27733488413822427
0.12499610278556772,0.35357472771851906,0.175844766302548,0.21035506809511215,0.13522933509825308
0.21506413163079866,0.2626756765515989,0.19238473410657767,0.17121996501001252,0.15865549270101234
0.19623310321464552,0.2790995791067663,0.15000861456880868,0.16478852333798316,0.20987017977179642
0.14844633881061114,0.278499621040709,0.2484431108611112,0.15330415346882023,0.17130677581874829
0.24928975307789844,0.3074713626438867,0.1445910802976139,0.16903061029902897,0.12961719368157226
0.21484002278701986,0.1918428886184012,0.15192357102829615,0.2649449128770852,0.17644860468919762
0.36004496876145436,0.14507837693063916,0.11235360695372501,0.2465236207671058,0.13599942658707576
0.19488257599305298,0.14648024239137217,0.13185916937301925,0.33037683210117963,0.196401180141376
0.2589521620178395,0.26833587800229275,0.12253009766854903,0.155206238672581,0.19497562363873783
0.255296228227329,0.2569063531917079,0.15202529254917996,0.20794664919081046,0.12782547684097287
0.16575867762826563,0.06527397633004739,0.22861594568746793,0.11220327626329026,0.4281481240909288
0.20845268886520857,0.2798281213312556,0.18966082035362666,0.14916836702937442,0.17289000242053482
0.2657927857323334,0.14114312759561598,0.14848246935038,0.26377942042579916,0.1808021968958713
0.16835544716845738,0.21634202843691722,0.17130065882710557,0.2645611160025051,0.1794407495650146
0.1265333262966292,0.262209375462769,0.21236804085051342,0.18880047921249388,0.21008877817759442
0.15795676440356235,0.19288370613181885,0.16311558689766117,0.24583806626062632,0.24020587630633125
0.16756911465213295,0.18602462327416372,0.2700305141282831,0.21139986905930522,0.16497587888611515
0.14312725665490333,0.1843456207890411,0.16825805433565577,0.3207345210944065,0.18353454712599337
0.20776634461074214,0.17549571478245055,0.23793528468470293,0.18071170636311168,0.19809094955899267
0.1925297457532228,0.24754738347871547,0.18006069006161327,0.22742772788589338,0.15243445282055515
0.1542923524842018,0.3124193721792991,0.19494745527331958,0.1538472835552197,0.18449353650795966
0.1959624658504742,0.19575292012585246,0.13838115582787233,0.26812936751804367,0.20177409067775737
0.19869245055491896,0.20495460194978005,0.3123017904769056,0.12817967228728552,0.15587148473110998
0.13148309729469992,0.3083767978551488,0.14705409409975126,0.17833995229981708,0.234746058450583
0.1649783561337598,0.2755935991848015,0.17733825012509818,0.22634276301621567,0.15574703154012495
0.12075733050118279,0.19692621218597367,0.22257551048375837,0.29014789064538044,0.1695930561837047
0.27581009153081487,0.2068319148297722,0.20507595710725143,0.1749478568529643,0.1373341796791973
0.1743033160675431,0.13412507004061866,0.13592072728738697,0.3305699659125074,0.2250809206919439
0.18869151114423163,0.195898777374772,0.19540258251986406,0.16357291217028663,0.25643421679084566
0.16596832251650276,0.26644872929507385,0.1461184385475872,0.24524826944027597,0.1762162402005602
0.27838269579486424,0.13182622552048687,0.15957432221728596,0.1444184930468412,0.28579826342052167
0.22453057860095735,0.25531828064876766,0.13353182116377785,0.22597731863299436,0.1606420009535029
0.24131555978821284,0.2602289289273299,0.14329633247139567,0.133404057116703,0.22175512169635858
0.24219726943924158,0.18175356568099485,0.19785111491654014,0.20082152889954408,0.17737652106367932
0.1988508723811198,0.13619408760216714,0.2719385379943235,0.1820721125170008,0.2109443895053889
0.19578117643565981,0.237569852850291,0.16652503452553555,0.26099357137043244,0.13913036481808122
0.17996748897378356,0.18489010321675944,0.15032849100055878,0.29834805546493853,0.18646586134395968
0.1798615004620789,0.2710458558949237,0.20353583927494395,0.14818817647876267,0.19736862788929083
0.20615129404797003,0.2151829275696552,0.28490180985473795,0.15291702117796332,0.1408469473496734
0.16166579635284498,0.2807838579482411,0.15198521703406048,0.22473040866534866,0.18083471999950487
0.24608976587448314,0.23317702800363027,0.18577087213819907,0.17557440298047833,0.15938793100320917
0.14669706496829185,0.1665970364526983,0.19955602432257835,0.17066564954710287,0.3164842247093286
0.27402708841467044,0.19668967503123183,0.23625858532284458,0.1539866959249017,0.13903795530635144
0.20520406884273562,0.27030141019643666,0.16051944250069003,0.1750140733312979,0.18896100512883987
0.19470385855876884,0.17680157798462418,0.232858241554916,0.1448588171506499,0.25077750475104094
0.19142667267076405,0.1747561441993172,0.1496866320439151,0.27268483527806775,0.211445715807936
0.15204830688249815,0.2731548915004003,0.2528679509012728,0.17706356480253285,0.1448652859132959
0.21603957764820514,0.19780468810231783,0.22538115515655127,0.17031857085630459,0.19045600823662107
0.21099513818244586,0.21434903265927965,0.20253143226676554,0.196592692534042,0.17553170435746687
0.17140036431306718,0.23010298069557414,0.16377462459443565,0.24193587967834104,0.19278615071858202
0.20531242129479144,0.2244336356916982,0.1679477710717983,0.13839440027383706,0.263911771667875
0.24023008734822074,0.16842556515745313,0.26325607254660977,0.12058885179632188,0.2074994231513946
0.2560240806355709,0.15203245232918508,0.18132322804961507,0.14932256051798742,0.2612976784676414
0.19096380447962064,0.30845641139422425,0.17001850595266063,0.14513078735592638,0.18543049081756807
0.22796672723741904,0.1426900619907407,0.1717992784362049,0.2603761407562958,0.1971677915793396
0.19157081854579627,0.26448422032474805,0.16395934670007367,0.16674925940457483,0.2132363550248073
0.2619403347476776,0.13953740149445557,0.16082317727475243,0.2090098537567318,0.22868923272638247
0.15093280369001486,0.23180951184817317,0.20604596596598532,0.21018824195151312,0.20102347654431352
0.1556771022227092,0.2075085346341638,0.23329123474061966,0.15658473940162748,0.24693838900087972
0.20381823795792878,0.2270168224800823,0.18528647978470109,0.18852030742026243,0.19535815235702547
0.13853424838619277,0.1608742213856881,0.3955639385844899,0.14270943198625025,0.16231815965737909
0.20750948733423735,0.2635862240120877,0.17228359233873955,0.17656954090131283,0.18005115541362254
0.2876272181688767,0.16025910624987627,0.21128494482232096,0.1343395581605402,0.20648917259838576
0.3211701453131949,0.14716688135294365,0.22018332723812534,0.13854706658439875,0.17293257951133748
0.21579735721601234,0.2249377188480202,0.1529083111161394,0.19314169838955822,0.21321491443026971
0.18154116047043325,0.21491867033475348,0.17099870957620036,0.27201460596483695,0.16052685365377597
0.13822547714629038,0.13865593744860438,0.277971919659378,0.17910947572575325,0.26603719001997406
0.17674413011137033,0.15744209933141218,0.3438091783366149,0.1553756037933267,0.16662898842727594
0.25422386803698277,0.13866339895748342,0.28620372370873814,0.1610544547573122,0.15985455453948347
0.28178450904689906,0.19783280646350607,0.18479545118718116,0.186008901131999,0.14957833217041466
0.1467635067006688,0.2881117803849245,0.2020372685356946,0.18465275808322834,0.17843468629548379
0.3537690981815583,0.18301765502470443,0.17832025980421998,0.15482193764930102,0.13007104934021627
0.11302762778597734,0.30520464484901855,0.12451140889700184,0.27085453709911517,0.18640178136888724
0.2035991689275673,0.22576179427782325,0.24769305640867678,0.14982823864339284,0.17311774174253983
0.18544031738353428,0.327324422762856,0.14540620941527532,0.19413569005207967,0.14769336038625472
0.20752335540308725,0.20876940728879811,0.1977121479610425,0.13666262252294545,0.24933246682412674
0.16562190862932488,0.3948709939959449,0.1567979066840893,0.16440163283103854,0.11830755785960234
0.19087876456550518,0.21543520593253504,0.16459057478567288,0.1618782239640982,0.26721723075218884
0.24932490742689123,0.25335642600578445,0.12129711345607141,0.2030691222616473,0.17295243084960557
0.16186246528256254,0.38080178461566855,0.16281352586594677,0.14221014697536377,0.1523120772604583
0.19434373320093368,0.2599086138991104,0.14873049421193096,0.18259826049057773,0.21441889819744725
0.14285807382423435,0.2712700280805031,0.17956212156951254,0.20150043363198433,0.20480934289376573
0.25829585347290074,0.21673108533164628,0.14438549763516675,0.23383860794710984,0.14674895561317636
0.15582811497117638,0.370904149641978,0.17606424689121566,0.1525312562255887,0.14467223227004133
0.14024754171386208,0.44999203415917677,0.10303807181997426,0.20543648957231128,0.1012858627346758
0.2215566994156305,0.2584473697074738,0.17445636996765157,0.19617417178636548,0.1493653891228787
0.17765059008334058,0.142880349878329,0.432987707705437,0.12189628696329813,0.12458506536959528
0.24087406044219228,0.23173113566591558,0.16338877645153646,0.17080875398529966,0.19319727345505605
0.1852612227418466,0.15628722095826997,0.20619160170416245,0.23146376258974596,0.22079619200597506
0.16492864914054817,0.3575085316385378,0.16263155370303978,0.14824926318311707,0.16668200233475716
0.1375555311595241,0.2077069344875724,0.28775698738219124,0.17092183206208125,0.19605871490863094
0.23358172383755568,0.29877920993311047,0.15110625375847547,0.14667266479543967,0.1698601476754187
0.19122128043333853,0.24888945893394573,0.18076807085217866,0.20868660068472503,0.17043458909581197
0.15679112694084854,0.20133557350356993,0.24242230613600393,0.1963812170403698,0.2030697763792077
0.16015179180595027,0.24944698168301943,0.2156335567831613,0.18410676118991334,0.1906609085379556
0.23426996351200333,0.20593463470331366,0.14350186394670567,0.2898591972279784,0.12643434060999906
0.16737446252812582,0.24543684268907678,0.2152090091345082,0.1519611346208993,0.22001855102738982
0.24793913859181071,0.13674346378422594,0.2009790109144834,0.2031192556538841,0.21121913105559578
0.20294397687133642,0.20066127531116537,0.12822363483555163,0.16329688572987308,0.3048742272520734
0.2534272853785366,0.14934402695999854,0.2198068427656295,0.20180345955204199,0.1756183853437934
0.20415687299062119,0.15218163207915833,0.17400829892927974,0.23887631878058968,0.23077687722035115
0.17773462176914082,0.23517084373815655,0.20281091233182913,0.1424116796233141,0.2418719425375594
0.2184837791207094,0.180331280982339,0.21278135010040283,0.1989424762108241,0.18946111358572465
0.2756680168765567,0.2861904614857404,0.16327868649823601,0.1491671824926707,0.12569565264679622
0.27113635299825856,0.11923918996388705,0.24602735359473155,0.1955465729780647,0.16805053046505833
0.15580585087067556,0.1957434837149104,0.3271619922640704,0.17053654758339487,0.1507521255669489
0.1501210632788299,0.20944378838599473,0.22728010667247187,0.20281652079136364,0.21033852087133983
0.25093304733745814,0.2097117792341058,0.27219021923956604,0.1350798553363448,0.13208509885252542
0.17821773200383093,0.2673019236938506,0.16687096010705474,0.19288426616122176,0.19472511803404197
0.22068113311266982,0.2172945504102287,0.2065782519601121,0.16511270397525682,0.19033336054173253
0.14918922135391585,0.1704087608567331,0.15649544950716568,0.34485663823010176,0.17904993005208353
0.2388403161254753,0.1523576290525684,0.25759981515837,0.1693043822569835,0.1818978574066029
0.25730939722731355,0.19638585952833748,0.19224440218672517,0.1940022882353791,0.16005805282224464
0.20370437902742156,0.13513836181206001,0.21870979186999118,0.27503708962488216,0.16741037766564504
0.20124062414196436,0.16012598226942484,0.20032877088854645,0.25789879803165117,0.18040582466841323
0.18480276611089272,0.18134237679166731,0.17528245148814303,0.266982306989337,0.19159009861995993
0.19176233693555694,0.21199488576253722,0.19046005778669417,0.2125849020342331,0.19319781748097845
0.1632830690288443,0.13080740677514363,0.1950650039245576,0.2441209010475415,0.2667236192239128
0.15705898947594343,0.19073493997165894,0.22346894466662995,0.23084624212503005,0.19789088376073755
0.2560260241691361,0.25476639110107113,0.15588426073049866,0.18655390610601108,0.1467694178932829
0.18838789630859515,0.176818395645819,0.17134089972607466,0.19516113491368695,0.2682916734058242
0.1867568347795687,0.20503310692701432,0.193081954584033,0.20241898294581692,0.212709120763567
0.16037079971160637,0.2817869466852087,0.15808989472921828,0.22770687640801915,0.17204548246594745
0.1620477157702646,0.21456009128656006,0.15797005467672698,0.2571207824565852,0.20830135580986328
0.15937704162657357,0.20175610165760183,0.24775031553749213,0.20480776633716194,0.18630877484117056
0.2219895854936655,0.16989648789458883,0.27313969582975883,0.1810837905760098,0.15389044020597709
0.3502034661908918,0.13506144483397264,0.2224817308875061,0.11618279888661004,0.1760705592010195
0.18879024995231375,0.2329444689891911,0.14399497354053012,0.20373851007841373,0.23053179743955135
0.2753056358894461,0.2927957399597481,0.1504417063345827,0.14268543004705403,0.13877148776916892
0.21950763435004284,0.22474477559001008,0.1966977931452337,0.1728192895099592,0.18623050740475422
0.20938509559627022,0.18656490433597425,0.2180116767070604,0.1664419144188622,0.21959640894183297
0.1830744032724919,0.2650898916963978,0.198396655946218,0.1524587670192446,0.20098028206564766
0.15194515387843754,0.16326016644771643,0.2885500415662889,0.182001677987289,0.2142429601202681
0.18490121369420195,0.21415780128207876,0.23184080999665055,0.20776248760067445,0.1613376874263941
0.2590997495344041,0.15746780945331768,0.2959395212474826,0.12690820020509683,0.1605847195596989
0.24503879700194406,0.17581745935083817,0.30683270328663514,0.13210632486745252,0.14020471549313013
0.2493188859590542,0.23659051860416905,0.16471161905849377,0.2086500030320235,0.14072897334625956
0.19222840778017586,0.30170024576922744,0.12196285068136922,0.27561080645061725,0.1084976893186103
0.2652994592511091,0.18001852237828117,0.19838014255706904,0.22354653721372714,0.1327553385998136
0.341157728750354,0.25478381250317167,0.1135950528949624,0.16710235707300694,0.12336104877850533
0.24189881182303077,0.16961165987864585,0.09267421200659823,0.39042849133756286,0.1053868249541624
0.2119392125764383,0.2155686367366279,0.12718816101430738,0.291678157342371,0.15362583233025556
0.21494971600288487,0.15143952924896267,0.14666078620351602,0.25005208593881095,0.23689788260582537
0.20275325829699825,0.16783111036617848,0.18849581193409898,0.26243431265674316,0.17848550674598124
0.18795153825814606,0.195416959793625,0.2449006298960043,0.2116785758639099,0.16005229618831474
0.18940487275210283,0.214743712369281,0.1457653203315131,0.27881501716928964,0.1712710773778133
0.2461033515492916,0.17509394256948507,0.23757247271082288,0.1644969307920627,0.17673330237833768
0.13037250387807764,0.20233869907727134,0.16385570282184728,0.35158758833578047,0.15184550588702328
0.15194155528099246,0.14025855692512845,0.2311311080013892,0.2248046178815362,0.2518641619109535
0.1695207417696961,0.19388408752152828,0.16975816995490195,0.33011435046592874,0.13672265028794503
0.1636878229481603,0.1550189970273185,0.14478222248339567,0.2880242397115135,0.24848671782961182
0.2263416654782525,0.1405024975334635,0.16634036896440835,0.306673435770872,0.16014203225300372
0.2238655479099823,0.12190657937036103,0.2443259046111045,0.1412548553033247,0.2686471128052275
0.25200114112675664,0.1722377683707381,0.18172386042578345,0.21241529155245006,0.18162193852427178
0.19268719980541418,0.3334107658301517,0.16707861535692495,0.15287938698786496,0.15394403201964427
0.16925262704691585,0.12473014465350336,0.29836054531777945,0.2122342266652989,0.19542245631650246
0.1713806852592753,0.2445168261741246,0.20904215584765956,0.23705866953226315,0.13800166318667723
0.1668404722061983,0.25916463149440483,0.21531625443912122,0.14050512361073716,0.21817351824953873
0.21007922856220693,0.16644420583646358,0.27040224245353706,0.1474682018405163,0.20560612130727612
0.17536527049719444,0.19418572340079904,0.12586256107186328,0.2605969043550833,0.24398954067505985
0.1291296117470999,0.26878978041207113,0.2510371556779193,0.1587874889233497,0.19225596323956012
0.19117430494243548,0.32563088743758645,0.1857567470907841,0.14349146750800212,0.1539465930211919
0.18541361137353995,0.2427105140505534,0.19626079574417546,0.1785045458334637,0.1971105329982675
0.21901951642249956,0.16682871770352645,0.24993639631738984,0.21218973761320695,0.15202563194337726
0.19498149331213183,0.1929713055719756,0.20019095356083583,0.2555545825371598,0.15630166501789697
0.32789914622514066,0.2000445944080356,0.18981037456100933,0.16351201605630028,0.11873386874951403
0.16660853205087692,0.14433847702154373,0.1583509580265094,0.35816166621228573,0.17254036668878414
0.2742293355103958,0.1519156614363081,0.195594936149768,0.21157653190480633,0.1666835349987218
0.17232155402414856,0.2669208405234984,0.27077245812695633,0.14046663264908155,0.14951851467631516
0.20401627362509794,0.21096061339819971,0.15052114947264472,0.2402859677406879,0.1942159957633697
0.20283496975627247,0.23545552219145965,0.16454599208819234,0.19779311254867044,0.19937040341540513
