t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10
0.1085175206564141,0.12073558803638534,0.08542502445884212,0.07610126421964854,0.07345659409186706,0.09217796594130154,0.10936089863014561,0.1444149936453239,0.10757443617986007,0.08223571414021164
0.11495411750512952,0.08727575935154216,0.09275875024728387,0.08969876536894998,0.12012350177905383,0.05581309701674491,0.08895535866663451,0.169786541781984,0.09300708325108012,0.08762702503159692
0.21367732829086347,0.07470513419747385,0.0771719990582374,0.09467007996792758,0.13521863404245776,0.05998210711780397,0.10406192481788319,0.09225815100848171,0.07247238829300073,0.07578225320587044
0.09346982707602848,0.11281263090405422,0.07396543922922341,0.06924799781162591,0.13827337147169988,0.0736961161485565,0.08176217402989111,0.11135936360996675,0.10203093481556279,0.14338214490339105
0.08059025450500631,0.11866527448720199,0.08875310355552317,0.10332239877107749,0.13781526144218667,0.057657055027578605,0.13051151803292244,0.08893839226780817,0.12144388447496819,0.07230285743572702
0.10635302185342196,0.08618094226978824,0.14749923793636277,0.12065490877610241,0.1473291151066057,0.051813867361446046,0.13213557525800532,0.08275798944723682,0.06492669956038301,0.060348642430647845
0.0857314075639675,0.06356288993053595,0.06639066682236941,0.06306389797826002,0.08404963099065488,0.09052089119759923,0.0722068657692839,0.23352165695233915,0.12322807826820409,0.11772401452678599
0.073938498904562,0.07153884592251336,0.07205046927028429,0.07597575304186381,0.0878456805158631,0.11280514036275062,0.07988394937051364,0.17260193898995352,0.11160335144797735,0.14175637217371834
0.09862803043382656,0.06711739342559325,0.08770238618535098,0.06803608650202925,0.06990077019185484,0.06305303733830446,0.08075292452772899,0.2292942558256188,0.1573155762500335,0.07819953931965926
0.09586306185336783,0.09325798641565831,0.1038970703913164,0.09213321548529986,0.06517650097740815,0.07450349615439698,0.06569829259062152,0.24257233894329353,0.09751140798081087,0.06938662920782658
0.09111857222109387,0.10299784857204479,0.1525305010408678,0.07786574501779915,0.0763718251447412,0.07847058448149959,0.11758124171644,0.09125833349055826,0.13937645085242453,0.07242889746253085
0.13267701850186886,0.09009373846530895,0.10648814198588022,0.1186920404666849,0.0762712999749317,0.061297248754573826,0.07107045413326332,0.1576838381508651,0.07589140106459294,0.10983481850202996
0.125636788309539,0.14698287775823918,0.11910303922105041,0.08327574546668148,0.1334315532658287,0.06398097979107605,0.08675967169541035,0.06804505176864035,0.09241820077940248,0.08036609194413206
0.18011731826954333,0.13925284985861525,0.09081032885103998,0.08649641140048658,0.0793294317276949,0.06641610530601155,0.12135922171548953,0.06707829454233999,0.07769298974287597,0.09144704858590284
0.07145342141866738,0.06811065252780808,0.06896792186407952,0.08344619140860192,0.07180893850460708,0.09955019888436895,0.10471278122017198,0.13852657571068916,0.10509430455930475,0.18832901390170126
0.10902376093716314,0.11690361237448163,0.08115862834262888,0.09856282313253782,0.05261976765081555,0.04348889028435662,0.19333827879158466,0.17243668013320082,0.0770286885558536,0.05543886979737754
0.0788268952445561,0.20821740189063553,0.08020002675717167,0.07347965519236611,0.09187132505841027,0.07248560447901603,0.1749632281128795,0.07977977026096769,0.07499814301530067,0.06517794998869644
0.13589198793792132,0.08086635633931065,0.2070916036932549,0.1053990049298121,0.09746962032339182,0.04735368510591487,0.10571965737523409,0.09240779775885014,0.06654978491067969,0.06125050162563043
0.18584062700041026,0.0752705328615025,0.07636645856811528,0.13473558348200512,0.13240903784618505,0.07623724613786095,0.10656517152625895,0.06452439551579905,0.07392112409190375,0.07412982296995926
0.06739549074167984,0.07022137265165139,0.12157578759469004,0.06918306965794943,0.09035334537993803,0.10295991159182229,0.0536899518832255,0.09408128984487572,0.13395776502802392,0.19658201562614372
0.09598791178380102,0.0968437922277926,0.1253638553175252,0.07758939173258858,0.15969742529337885,0.06215033282400006,0.08471800889762308,0.06532981028046837,0.11660251612075713,0.11571695552206497
0.17866228609829737,0.10666355683624498,0.08083696010834157,0.1137570557745068,0.1129664257594669,0.05162395376491984,0.140728811627325,0.08134069635542383,0.06862137048492066,0.06479888319055276
0.08718339163405546,0.10795846835596483,0.08574304589408742,0.11438698480376551,0.1038127596729758,0.04875218338521497,0.25740406742369093,0.0593608130515552,0.07498559308186592,0.06041269269682394
0.07373691024097168,0.07778840971690813,0.09494902753848107,0.06968395993105171,0.08240947200384946,0.1531008861021428,0.08600646568017366,0.06890139115777565,0.13329370307081562,0.16012977455783015
0.13793920993815442,0.07914517099215072,0.09325607054261466,0.08565296210812828,0.1001455223432673,0.08084556575828175,0.12799507056687548,0.06767454358711958,0.1314138849949508,0.09593199916845684
0.10884276311574442,0.1627018985257106,0.13825508446244777,0.06818880413435909,0.0781812529704503,0.09508445414029103,0.10853510062282123,0.060006397005454855,0.08703823196854443,0.09316601305417649
0.12519851753075933,0.07143851842518692,0.06951237487410193,0.08876855664196957,0.1787797371594287,0.08923124943015902,0.06102737426975145,0.06007736191981592,0.10103819186138503,0.154928117887442
0.07851849005904907,0.1272825904190764,0.08407812884470756,0.12936597697877963,0.07005109836394065,0.06451767382149237,0.13925698479495277,0.09156155286789806,0.12866467695643932,0.08670282689366439
0.28159124862624674,0.061438182608942876,0.11718270455661928,0.0717866376917721,0.11270665444265587,0.053484425828529865,0.06049776726269738,0.0754493870539197,0.06096347942522673,0.1048995125033897
0.0695930214645621,0.11412901504044973,0.07269568627945727,0.07075038197933267,0.08647803482037097,0.07296782430855546,0.2323023572797404,0.056515595444022786,0.15883871943712433,0.06572936394638404
0.07513882157486919,0.17218527774560302,0.07405621846113443,0.061988805116564356,0.10200127926939051,0.11319354379088267,0.0716156632776032,0.05708121436666558,0.10534904255041436,0.16739013384687276
0.07496895905414552,0.08385635997915043,0.0698295195817779,0.22530551387890785,0.10600489291793928,0.07410498174840582,0.08577516937346874,0.0584077786481977,0.13642401953167585,0.08532280528633072
0.09263723240904383,0.0765097918795226,0.12848378291134582,0.07305737022986557,0.07019339576934809,0.06839821363088788,0.08257923025340774,0.1544836521614473,0.17543289142037108,0.07822443933476013
0.12358427939349668,0.08266431210161652,0.09215582480763077,0.10259119422796671,0.074798212028556,0.07925070039923662,0.11316450312681832,0.06780694291435668,0.1175280950038134,0.14645593599650827
0.09327116864582298,0.12019806048803024,0.09716627312306593,0.07015913915067258,0.07821259440016218,0.10946118376011889,0.08416190827915464,0.11862199512370018,0.08199898841880722,0.1467486886104651
0.11354178350066194,0.0652530507394625,0.06486288003411667,0.107165330214028,0.09935365887145203,0.09381476583526714,0.06083302434712322,0.06490070825727191,0.2081253230958459,0.12214947510477078
0.16668356287230163,0.08222628471490014,0.09059224176721002,0.11872818187764396,0.11660196601661746,0.06452247246599999,0.08458226293720016,0.1134190015553697,0.0827259528981682,0.07991807289458872
0.07664738149071106,0.11578291762904179,0.12513755769731524,0.08024364164624762,0.08149501468245313,0.05072335448657993,0.21229646110943887,0.10994281709641432,0.07097417321222992,0.07675668094956838
0.09978940233993054,0.07273534170777837,0.068986596135247,0.0946824019607111,0.08636208669950338,0.14192127241010227,0.08358679167308654,0.06418065838346593,0.0881724665561509,0.19958298213402412
0.23013701997294717,0.07370248195797979,0.07497785822002113,0.11526163590873412,0.08429707570986437,0.05628483113167139,0.14064711612792344,0.06374105457954556,0.06850831895389821,0.09244260743741503
0.14563317086535385,0.07682457304943617,0.11084882370319779,0.16079323533780474,0.11607013534054156,0.06130160341453709,0.07660279946849419,0.06957960768012773,0.0776611666674674,0.10468488447303939
0.1216612521040504,0.12908413728296275,0.10960423341382271,0.11482289377101598,0.12398516715844395,0.05896287819392399,0.08860448528390213,0.09894355158211243,0.07917747758884155,0.07515392362092388
0.08716401783689008,0.08396488633987725,0.09345800744662318,0.11183644659826186,0.08021274827660804,0.08986699349699345,0.17614146598192024,0.09455736506059591,0.08238611349172213,0.10041195547050777
0.10308123087206017,0.109412458967054,0.14395447286986598,0.097110582065828,0.10139561043085954,0.08483652589823208,0.07291568568881428,0.08021388991549908,0.1189374797818313,0.08814206350995568
0.09766850964533635,0.07487953748833896,0.13023983096347652,0.08518634054010937,0.06814679520497052,0.08023871452553094,0.08664024765698375,0.2061534385144813,0.06943677611367817,0.10140980934709408
0.09047259368418462,0.07927421093098218,0.2506159368607077,0.07245587998651033,0.07502067353866654,0.061277780143975724,0.0630422780154087,0.1023794233763064,0.11549589218948274,0.08996533127377503
0.1959739809589502,0.11827088868439782,0.10423598462637988,0.06605591250198523,0.05937612153731836,0.05908292984763001,0.14332776415798712,0.10343086378454364,0.093474160890327,0.056771393010480946
0.11946203633951284,0.08826287375470038,0.08295421073667733,0.11674190598093875,0.08030755552386958,0.0654909222164375,0.16612184690871157,0.07590257516720471,0.13080119020572697,0.0739548831662204
0.15602962072013438,0.12009845253574053,0.1027399624544862,0.08822901601998678,0.07774474938359464,0.056579457748548355,0.18942359284239507,0.07092848910010702,0.07235651329360075,0.06587014590140641
0.10404729286190928,0.10779796157536152,0.12082103610206564,0.09423342858119085,0.15373803259478636,0.07354030231087576,0.07082366921525073,0.12269046851982032,0.07729534488288575,0.07501246335585385
0.06718503860281447,0.09242024895629393,0.09368950510179985,0.08000911436022135,0.08196569064708141,0.10848681071368606,0.05502919935338381,0.09242036300162275,0.14377305697693732,0.1850209722861591
0.12034115063200124,0.11433966244153994,0.12277146523649965,0.0752667607240555,0.06617055251567627,0.04381003530293462,0.054120483993725835,0.1885537237066026,0.0852709688458847,0.12935519660107955
0.11610753559870098,0.1337354012974017,0.07681537205033918,0.0883389243252824,0.0681521872313271,0.05981750104309467,0.10369648438574476,0.18565034985460505,0.08934647553704672,0.0783397686764575
0.07797760958631673,0.05874185923993784,0.11821545614883341,0.06450476430673815,0.07969623991483772,0.04775338033456085,0.12997878916547717,0.1828411758140953,0.08598338773577235,0.15430733775343042
0.08998197105149078,0.11218866948190617,0.07349880446764774,0.06667220641572597,0.17499484056176956,0.04770478646002876,0.06547421217910068,0.1768391964994446,0.08353866986847108,0.10910664301441456
0.16734835729949538,0.06425921769461271,0.0912755307664902,0.09798623401635732,0.11598371734296103,0.05959849337261213,0.10295915526814377,0.05692634061421296,0.09926418215569953,0.14439877146941504
0.11893554591365697,0.14237862369707116,0.15709427244162458,0.07866585615083223,0.08743794510429756,0.05376151069142754,0.10234165088618546,0.08355897972956075,0.09835764863812296,0.07746796674722081
0.15225008941233445,0.06369603571583848,0.17031667002145712,0.15339673691772363,0.1142067547244462,0.05432635637284996,0.07669320117826507,0.09011120405989169,0.058229159830359534,0.06677379176683383
0.10678922797878403,0.08240277474014948,0.08373277404107606,0.08178747578429486,0.10480435419396665,0.059691248928049744,0.12137924163898749,0.10654086374486203,0.1212786213156343,0.13159341763419513
0.10853473443220522,0.048035032316072264,0.08178392495387413,0.09041648778643188,0.0610880521242073,0.14697864102222777,0.03627503221476685,0.04679373333829856,0.1258063592629381,0.25428800254897793
0.10932182093902286,0.06696013999265055,0.10091097677078359,0.12553801032963544,0.0650863286715669,0.04476046898891255,0.2377316199790946,0.07334267076652763,0.10840028023587434,0.06794768332593126
0.07428953259878972,0.0706645789205776,0.074718878029982,0.06925475819583685,0.14716571566619102,0.07073434781117197,0.05882690948251326,0.06528779705137797,0.08431156324144566,0.284745919002114
0.05002064931000495,0.17957817155859696,0.10777689760330575,0.0419364361512226,0.07745010095123592,0.05883542374966482,0.03187192813562271,0.0500932716098864,0.06657843195058064,0.33585868897987936
0.05629392648276281,0.06836040958802926,0.06365842309586296,0.07388768794719612,0.12644505280422177,0.15905775194905483,0.04730825863072442,0.06527693207648212,0.1267856396013473,0.2129259178243184
0.11534250263420522,0.1366031824078672,0.16127716472303788,0.07727372780633848,0.10271521628418355,0.04335294302591279,0.071167241465293,0.15063135716096432,0.07752896087551388,0.06410770361668355
0.10153936354770432,0.07476255218626646,0.07608800908283511,0.1298990973690264,0.20234533827799805,0.06431976146012039,0.07541748621631261,0.06294379399582072,0.0849647075925808,0.12771989027133515
0.10584484986330164,0.06581932575025766,0.117218067213723,0.11906237201321088,0.12511580898631977,0.1160720917249861,0.07489419983123308,0.05762980597131708,0.104246637193615,0.11409684145203586
0.1215820018726315,0.07399959696856573,0.12848754265081638,0.09028778266891505,0.15066048595678633,0.06824187485658632,0.05246527403692425,0.10408567975544686,0.10516235365816677,0.10502740757516073
0.06091044423344546,0.08287438992263153,0.13132454790595202,0.05902353212713903,0.0547154495818987,0.06403810770678665,0.07283837342918455,0.31250963980723306,0.08781919246718622,0.07394632281854253
0.08455410329403164,0.06638630753010236,0.13014598295096907,0.08859233300582325,0.12999009859541533,0.07904065553321454,0.06983399844634441,0.08329394754395959,0.13072289045124624,0.13743968264889353
0.08410632470193807,0.10261272812298985,0.1404641714380085,0.12277849015870843,0.06490408857692145,0.0702820313977521,0.14367342237819727,0.13261160883578593,0.07512085192007481,0.0634462824696235
0.0691276145194776,0.07414313297382204,0.07382552449263502,0.06328528726543915,0.06633222513287143,0.08949248538764205,0.056614850502859755,0.2296174769647225,0.2062561112716583,0.07130529148887238
0.12900323027827507,0.16078429019763502,0.08366764517955548,0.06405916742164625,0.07373030552745617,0.11523977768935893,0.10498147223082974,0.1180657838220173,0.07147828000521554,0.07899004764801032
0.06525369203578711,0.09021826202626966,0.09106196155324635,0.09238815848208343,0.16813239427933482,0.0693602527405295,0.06791733802820582,0.08556497884502638,0.10155686890768398,0.16854609310183305
0.1681306807385414,0.11542117420075487,0.055088455482475374,0.06649814570706457,0.23600384734056157,0.043981659690452896,0.05486715227819688,0.0662942197247089,0.08207725757461742,0.11163740726262603
0.08632772894868262,0.0739794708588259,0.11569060606488198,0.25392518322741836,0.0919462033178983,0.040096645068864976,0.0734542106259095,0.08828315424566663,0.107610444043992,0.06868635359785984
0.14296192250600293,0.07494100857560285,0.07204295662593727,0.13590133295178822,0.14369482002764314,0.05394349357773102,0.11086149384816894,0.07309965208377295,0.0709599557187878,0.12159336408456502
0.1066484527865992,0.06876676710334342,0.07566584909400016,0.10122522254105915,0.11852590512942252,0.04583682539307734,0.16533308071431424,0.18993910821791374,0.06907412995067203,0.05898465906959812
0.17524991221874556,0.0716614701298754,0.07659700891414414,0.17613172741897135,0.10980538235842087,0.06663696589318727,0.08470590495000084,0.08142896095931063,0.06754762859708549,0.09023503856025859
0.125711622012521,0.06641232121887312,0.06959845578894097,0.1592526871409917,0.10788043174030522,0.09763338260398285,0.0898010253748431,0.08451935422512111,0.07685440412315335,0.1223363157712675
0.1206342455775374,0.08827874689890358,0.09035767606479454,0.08975354154016327,0.13849405999667766,0.11333414783753276,0.05898458247774916,0.08300826067698873,0.07970874424884163,0.13744599468081142
0.17677246179089912,0.05651499104343427,0.07828584692619972,0.09384587213434806,0.1725821685317399,0.07900436169616434,0.042528141927636265,0.09192618406208666,0.12403909050630563,0.0845008813811863
0.12600458590689073,0.13064540427296237,0.21274576122397099,0.06526535320640107,0.07688590129481715,0.036174987832637846,0.1798761156250869,0.07460775927508842,0.05151829213174551,0.046275839230398894
0.07173953661952379,0.08537594270841771,0.14630546283120444,0.090793772633987,0.12350127413403024,0.0677251516188119,0.05972601934607302,0.1993132446742203,0.07368481184105562,0.08183478359267625
0.06285687414020577,0.0656062896075616,0.2769473599556366,0.09317424656395082,0.09296774296425357,0.04217472887336334,0.06667644123102894,0.15945388624355775,0.07745375847117222,0.0626886719492696
0.11495070018902963,0.08017583791794398,0.11234257391587461,0.135994253478464,0.08039217850830879,0.09647780371167936,0.07336200611101489,0.10898847092985284,0.08693834725085241,0.11037782798697929
0.05210550567992644,0.05287419053713208,0.07184018123782862,0.04688365625468526,0.062343111152856207,0.11509144287552778,0.0376032543970123,0.1062358096905265,0.11556864720146766,0.3394542009730372
0.0973712052834925,0.1625351327448637,0.1659385154015884,0.0878352375281955,0.06628786174602415,0.097649694788342,0.10415800632330158,0.06895167982503717,0.07330553456639176,0.07596713179276315
0.10507393949408947,0.10929456069034806,0.15761632569090345,0.10286317549821948,0.09949972521699084,0.06023201439117859,0.14107602872854388,0.06758359220662848,0.09017643313735521,0.0665842049457425
0.0669693573683425,0.08758971139125944,0.1377540127390733,0.11643256816192665,0.06351655232315338,0.12684301790354355,0.0754237387014214,0.06534519773117536,0.1346093381738797,0.12551650550622462
0.2136255220292971,0.0870315067221868,0.1186942159714856,0.08228207090985401,0.07316742129950767,0.08188841639232876,0.06524648476272955,0.065333794125058,0.0705606892422716,0.142169878545281
0.09749476848973734,0.07278040606777404,0.24557766767777794,0.06792454728244583,0.09301939456621518,0.05775025557019714,0.06169924483765539,0.09038641575048306,0.1084874887437649,0.10487981101394933
0.1385867612663677,0.08048081075181748,0.11125292425263425,0.2082854680953588,0.0798610484348101,0.04499265602823075,0.1098749866105787,0.07655810710931878,0.07714756836685613,0.0729596690840273
0.13057373978163003,0.08687773542670701,0.09437652344586774,0.10943650956156432,0.06713020768633492,0.07120143134733978,0.21031309646975263,0.06270536416852358,0.10568564164739438,0.06169975046488583
0.11653406177412115,0.0877334407829171,0.06552416548264389,0.08366023372820376,0.07887855425751943,0.04893195206497661,0.27561657445665416,0.07494684634486011,0.09979175235198838,0.06838241875611537
0.08767947426225485,0.06922584029358006,0.08071480656184647,0.14811760087574935,0.11890693326874717,0.08632159296535384,0.06356841689673046,0.15198806563145334,0.08492502927460056,0.10855223996968383
0.1879840819485576,0.13047236236091275,0.08812063001148938,0.10458023744257912,0.10044485943068622,0.05767645048588837,0.0884043957812834,0.09902611708828532,0.0741049344505401,0.0691859309997779
0.10851203551667617,0.09376445448133433,0.08041025692067595,0.13211819164164607,0.1039550356545997,0.08246362340995561,0.07228889154797528,0.09676219063556091,0.1061528314676502,0.12357248872392584
0.10230746630829607,0.1282886670784543,0.059914632863208195,0.06004871209616303,0.057684371609601076,0.16823643736520374,0.1497022179855709,0.07676168026748598,0.1090113563878549,0.0880444580381619
0.11031604089144197,0.162928978319602,0.08834791724748538,0.1576512748752056,0.06948179890902813,0.052045808333429484,0.16022019456690847,0.059361804193239526,0.06858667435700418,0.07105950830665538
0.09026291738998375,0.09379089223192194,0.08056460642243315,0.0798745639720996,0.07155108077496286,0.18712148553970825,0.05853900663474402,0.06338576073318311,0.10733308278171173,0.1675766035192516
0.11055877086332822,0.09873061202318695,0.0814895342695179,0.09654608993258529,0.16624493971973486,0.08938147316536002,0.09695527858899579,0.06327681592990289,0.08262869957273547,0.11418778593465255
0.1188830530476524,0.08608673750468451,0.1362790168027077,0.13234349670116952,0.07456584128011849,0.06753416796101783,0.15285390301771792,0.0752978011274402,0.07658626326233411,0.079569719295157465
0.09890811961924208,0.07207476496655327,0.13846216565984573,0.11072153834536544,0.08630983504837343,0.049703289549717575,0.051205167324108646,0.27290696898360267,0.07048405392914686,0.04922409657404446
0.07473348493123472,0.16904671621460823,0.10859330579572798,0.06333282726378854,0.0960830142349302,0.09875971195353576,0.09802851730622088,0.08557261244072988,0.09442179596233458,0.1114280138968894
0.09951898365878695,0.08853611940158644,0.0743657988503526,0.059323650544341446,0.14347100895175688,0.12019618605530293,0.11469585625040707,0.1551036014012801,0.06727923721588237,0.07750955767030328
0.14726338382369816,0.0651378187319186,0.1234653180887429,0.06532278489852937,0.1929080347710031,0.09263402159094361,0.05738789434493632,0.056600336412750314,0.1024858313947634,0.09679457594271434
0.07028094338589103,0.06668105825566854,0.05737912175480347,0.07803115784862934,0.15213450566207146,0.14996798405113704,0.061062221930235513,0.04574562363171484,0.13078311624473435,0.1879342672351143
0.08901338129762139,0.07983042051746089,0.10806729908346728,0.0904589550872878,0.2076370557269572,0.055340033756360506,0.057704722170843575,0.08011404962553208,0.10962589564366546,0.12220818709080354
0.048360941438356495,0.15159589104651602,0.11941722273797141,0.09640141577125473,0.14659762954889596,0.05234722856806621,0.1038433937049371,0.09424023740586927,0.0707641487650861,0.11643189101304686
0.06556866971433023,0.17436319941804512,0.06679935053530113,0.060799940084624346,0.2079237775487955,0.10857772941631759,0.06436557498826653,0.11355904715852858,0.07709671912570965,0.06094599201008149
0.05298588068328104,0.05696927752272832,0.12930721987335914,0.04622985590059883,0.10616500638399365,0.11018934162024092,0.038235481631886795,0.04900419072522413,0.06892587477182185,0.34198787088686533
0.07408062624570089,0.11342011165312295,0.1502551801411348,0.05152635371144802,0.05677769987256741,0.09500644479300754,0.09123243641555673,0.10159630350169244,0.06473081614884023,0.20137402751692904
0.09083251324617111,0.08770888671505907,0.08290738534885202,0.062081314937425094,0.1574340955766858,0.09996093152178252,0.07265606511023766,0.1139439116753157,0.1475850009101196,0.08488989495835131
0.09119266873377406,0.06792243315399298,0.054595504783039664,0.07113881577548803,0.09464753392082303,0.15167764224049535,0.07510441736982719,0.08000796451625518,0.09165595904856946,0.22205706045773496
0.0711996258410324,0.0878159695005577,0.09012121842437347,0.05975428071442532,0.11441545010499411,0.09265777039827089,0.08536777571757144,0.0835157718969909,0.10178809940155406,0.21336403800022985
0.0683452332578713,0.10518505661280057,0.08913733908687241,0.13985950673802425,0.1422122162307678,0.09029684207937264,0.07722349277845071,0.06667947928278513,0.08713281125556203,0.1339280226774931
0.06093998707223869,0.1400446491834208,0.07508835398749741,0.08639710255775686,0.2305542548633989,0.051115297495153145,0.05356318826054772,0.07931515830768697,0.09933601067927054,0.12364599759302894
0.12483863166335614,0.13044515945916474,0.06879004372137136,0.11283382894893726,0.1326255015095582,0.07838392976500827,0.06955160880930604,0.05035719795794175,0.06879024051209852,0.16338385765325777
0.19032524445844695,0.10013038529845548,0.06772737803942,0.07046152629019739,0.10019707654660498,0.06632553263045751,0.11475015697448357,0.10891302732994522,0.11929994874208011,0.061869723689908715
0.11466331397568758,0.1398816462781815,0.09026104645512564,0.08689783137525273,0.10603125371545649,0.05348501751234432,0.1773544458655829,0.0534100596669124,0.08109008824762094,0.09692529690783566
0.12810942747191512,0.07473041556017246,0.09951627029467695,0.09664547872070485,0.0920108158869397,0.0677309444489282,0.08974457779992463,0.12040722915316564,0.0977835375226569,0.13332130314091567
0.09061982363179229,0.08743093989674446,0.09026200639826411,0.14393882198056437,0.10534559526716684,0.12566291948384992,0.08220290900504641,0.08036641895258614,0.11778649212270816,0.07638407326127755
0.2104337301347094,0.10908886258340197,0.08042935242475309,0.0712250629171726,0.07799515328803437,0.08636584166496271,0.06454096274282309,0.08465842168006543,0.08712876498847986,0.12813384757559731
0.09069636816732847,0.19156221324478154,0.08225376861810191,0.06657049078948005,0.103791260015434,0.06948974098885044,0.05353295050238231,0.05205556684701324,0.11942677575108923,0.17062086507553875
0.08534013246060283,0.06719687264959284,0.14308661742043488,0.09554592262366902,0.1383317734576806,0.13194195090419458,0.05301160649278001,0.058530625132580366,0.10086267305669094,0.12615182580177378
0.13021106145989803,0.09226431579544474,0.1137364594079898,0.17836572494243105,0.11317232527708031,0.045842962578187325,0.13121845402555374,0.057185146485980054,0.06414755221487486,0.07385599781256001
0.12612274471312887,0.096238788530013,0.08119368642741455,0.07500032153481186,0.14070433077519118,0.052435193676461815,0.20673257899678044,0.05393578967342896,0.06629955531342246,0.10133701035934661
0.19704248367483718,0.144291940429142,0.124319472352053,0.11016982644836436,0.05236644772697817,0.06331518233721599,0.13536211555436595,0.07500985791533261,0.051741863692335674,0.04638080986937523
0.06845501482135445,0.10722686704535213,0.1587861309155412,0.08176244531754347,0.06635426808038378,0.05676552020540742,0.1648242567854105,0.09960401842756245,0.06675210055746011,0.12946937784398452
0.18712585883960525,0.06197515019117574,0.11449627817773808,0.11911738656698041,0.10829950371845581,0.046990377229495735,0.11038230007579508,0.09637567867758813,0.06200338839538908,0.09323407812777676
0.14528040487907348,0.07406575539742657,0.08939130067287128,0.0658770273789808,0.11498336881825771,0.08440196376875876,0.05478706470017866,0.18430975702750388,0.08876097422005753,0.09814238313689139
0.027432144533470017,0.17575857411798068,0.028679816363301202,0.0273790802623481,0.07438071886402038,0.0817043528663249,0.039905478644133206,0.03514940814355355,0.07271015880572067,0.4369002673991474
0.16320464015258143,0.06380762844609099,0.10833244766165845,0.07244673078559773,0.17481894237572634,0.08010050594723113,0.05813899423209481,0.054320724570085806,0.07075938885815092,0.15406999697078233
0.171397994931851,0.12011943355005558,0.1769059319999872,0.07597401328802271,0.0703012613997084,0.0628477627459111,0.09695536107297154,0.1031969948139212,0.06248892695529772,0.05981231924227378
0.1189348609085876,0.08627481678759306,0.130711073462556,0.15115098518411724,0.12238985021699866,0.05157761550101323,0.08847711180149022,0.07876052797649877,0.0694217034166499,0.10230145474449556
0.0720487957139535,0.09322737572866331,0.07673523066717522,0.06682736212349291,0.07511834171481724,0.18313766261843692,0.07790152288637509,0.07347698774804802,0.13415289350443235,0.1473738272946056
