t_1,t_2,t_3
0.3670380358432389,0.39794686887839165,0.23501509527836942
0.39616725822968135,0.2948764243088528,0.30895631746146585
0.27271001149008733,0.35496232160319563,0.37232766690671704
0.3784323559084146,0.28994799510298047,0.33161964898860496
0.25483423161081853,0.3798099176397685,0.36535585074941285
0.42151419484832536,0.29125382432025254,0.2872319808314221
0.3487474616164718,0.3366825210112223,0.31457001737230594
0.33201185476388534,0.2827062516243076,0.385281893611807
0.24912324452089796,0.39396279905551257,0.35691395642358953
0.453263208492954,0.2932635468710526,0.25347324463599336
0.27925821238709236,0.2898855128721293,0.4308562747407784
0.4203666018048689,0.3321886504253385,0.24744474776979264
0.3562905469677461,0.2750619765153984,0.3686474765168554
0.38339822309663346,0.3532699550593483,0.2633318218440181
0.4172386049909907,0.3068765711386627,0.27588482387034663
0.3798008799866794,0.385353562351599,0.23484555766172177
0.45373880362697266,0.3004093402089093,0.24585185616411798
0.30345719273259464,0.25911602142510726,0.43742678584229816
0.3024264178804548,0.38756357890190185,0.3100100032176432
0.3559147585456406,0.29299495010811044,0.351090291346249
0.28421529993866684,0.35201820350696444,0.3637664965543687
0.2645457323570072,0.27636862965370496,0.45908563798928786
0.2763012619401348,0.34480109737655257,0.37889764068331266
0.31885228790284353,0.3617742556768062,0.31937345642035037
0.3201706735178727,0.2983184194231389,0.38151090705898844
0.3537311006420796,0.3099188365572999,0.33635006280062046
0.4714909040516747,0.24917360673818614,0.2793354892101392
0.40491480709295513,0.3051671823979761,0.28991801050906885
0.28736896792947897,0.4443981905049769,0.26823284156554406
0.4907181940901413,0.2567301251661882,0.2525516807436704
0.3669621972468576,0.3413215414864886,0.29171626126665373
0.3757942116736585,0.3123598749056402,0.3118459134207013
0.3551372895529364,0.2848696856035295,0.35999302484353407
0.2897713874658241,0.3980982837424242,0.31213032879175173
0.3017203276796664,0.38997000923940217,0.30830966308093133
0.30601710782313474,0.38497705884555616,0.3090058333313091
0.4337519066506605,0.32879386570086117,0.23745422764847846
0.4533070738415466,0.2544380845035783,0.29225484165487503
0.45069197617123363,0.2900361231130426,0.2592719007157238
0.32516910043821823,0.325772132544175,0.3490587670176068
0.34754391739689766,0.3625306811969366,0.2899254014061657
0.36458342415639705,0.3424991708083193,0.29291740503528363
0.2875172984859993,0.42445270209004715,0.28802999942395363
0.296290855158243,0.4014091934616903,0.3022999513800668
0.3174414657315342,0.37606054603599026,0.3064979882324754
0.36811024323270575,0.3705394598919528,0.2613502968753414
0.2664194940225858,0.32844041154771275,0.40514009442970145
0.31128869270723064,0.2879894459066842,0.4007218613860852
0.2424192689407711,0.32057596161998936,0.43700476943923955
0.2752850925756847,0.2677988329467514,0.456916074477564
0.3041429822958177,0.23998726361335845,0.455869754090824
0.2847608253733396,0.31276988951981555,0.4024692851068447
0.22519556880334823,0.3552721903562267,0.41953224084042506
0.33325273110947623,0.3308344418933738,0.3359128269971499
0.3920284649012311,0.3113341016747571,0.2966374334240118
0.2230785662941434,0.4220251661008922,0.35489626760496423
0.3071400148085334,0.31367361870780264,0.37918636648366383
0.29024178392365013,0.43599046863267427,0.2737677474436756
0.34193587700210204,0.34782658843690134,0.3102375345609966
0.3608638166455126,0.339413122117665,0.29972306123682246
0.2859543633640562,0.4463590260617355,0.2676866105742083
0.42726060032277674,0.2953088191397411,0.2774305805374822
0.41978304077463213,0.28422404641650784,0.29599291280886003
0.5803819255941777,0.19559624553462032,0.2240218288712021
0.31823312986992697,0.23963996381917269,0.4421269063109004
0.3750063053633403,0.38394579726759276,0.24104789736906707
0.2909524540678961,0.3273153943713185,0.38173215156078544
0.24258742409067113,0.3108042001139932,0.4466083757953357
0.24297743539302347,0.4274155282170727,0.32960703638990396
0.2768526122296898,0.3283607088306672,0.3947866789396429
0.3051543962830795,0.33380939830977036,0.3610362054071501
0.3441597814030032,0.31773813775671494,0.33810208084028187
0.24185540116891172,0.2915586850972826,0.46658591373380554
0.28184022929199054,0.28607383540980397,0.4320859352982056
0.4046565991702513,0.2581562375927601,0.3371871632369886
0.3454495350096423,0.4346394079631753,0.21991105702718253
0.3304560747603706,0.3373126795406621,0.3322312456989673
0.27886629608269,0.42208854229289067,0.2990451616244193
0.33650998063954396,0.31743697823930217,0.3460530411211539
0.40127013791649774,0.35884799487015645,0.23988186721334562
0.30791597283404487,0.36725042927238416,0.324833597893571
0.24277418321922725,0.4424328922503605,0.31479292453041235
0.26893311475981685,0.37687267458695844,0.35419421065322465
0.39062670805297184,0.30217858958684096,0.3071947023601872
0.2390936777189146,0.23387627837155747,0.5270300439095279
0.310342703845653,0.3442847005775949,0.34537259557675204
0.33101278169971804,0.32536513175639054,0.3436220865438915
0.33125138848825375,0.3046423943757886,0.3641062171359577
0.2998012073885885,0.30451253915969567,0.3956862534517157
0.3603448608527523,0.29400726552433276,0.3456478736229149
0.3864175965298064,0.3158003362300806,0.29778206724011314
0.3409234851971182,0.2814175090725505,0.37765900573033123
0.27983659443838094,0.3952040610849175,0.3249593444767014
0.342652871055692,0.29135515513772503,0.36599197380658294
0.3802124389178174,0.30497811559483046,0.31480944548735224
0.32715139778861746,0.45187599766442904,0.22097260454695353
0.33246747828679657,0.26458297219397786,0.40294954951922557
0.4308943563714519,0.27220115600025296,0.2969044876282953
0.24578507675885888,0.3001980598335122,0.4540168634076288
0.38393011824359324,0.3126742817600586,0.30339559999634824
0.38074742472945106,0.3831700954838433,0.23608247978670552
0.31743959343190903,0.3758547682169647,0.3067056383511264
0.25108150025679354,0.39883259934397475,0.3500859003992318
0.32238215993789987,0.2810295531533426,0.3965882869087577
0.439559674313355,0.2568325427490357,0.3036077829376094
0.4179491407461532,0.2541846993859849,0.32786615986786194
0.32954178727333827,0.3074216624756206,0.3630365502510412
0.3314617566063803,0.3221356742886306,0.3464025691049891
0.3440164169950974,0.260683051283664,0.3953005317212386
0.38080175148089107,0.2278927509478731,0.39130549757123595
0.35931808229956785,0.37582945559535164,0.2648524621050804
0.3080641183224881,0.36314557422239835,0.3287903074551136
0.4129080002440287,0.2716175427950415,0.3154744569609297
0.3630754356391634,0.23121587989481532,0.4057086844660213
0.33210992838591397,0.3171448047310234,0.35074526688306246
0.2727149971320586,0.3383703220645318,0.38891468080340974
0.3040139485609639,0.35757628533921504,0.33840976609982104
0.30724705110389,0.35691385555914523,0.3358390933369648
0.33770933881511045,0.37115052259577536,0.2911401385891142
0.40494781845583644,0.2794277985843973,0.31562438295976625
0.4183212883914223,0.3228863555044818,0.25879235610409596
0.3866910083549344,0.2577999287345144,0.3555090629105512
0.34087173079588284,0.3174495272528971,0.34167874195122017
0.28128281454105303,0.3860284662757573,0.33268871918318976
0.4302676391101113,0.31573661222446253,0.2539957486654262
0.4970904006714392,0.2228145075540833,0.28009509177447733
0.4116983701262155,0.3022036606149433,0.2860979692588413
0.3145265649788683,0.3686582820567495,0.3168151529643822
0.4316789995626933,0.2849340639527549,0.2833869364845518
0.30699943321431034,0.32235353660742727,0.3706470301782626
0.3070594137373421,0.3155599141197243,0.3773806721429335
0.23603150603321899,0.4137253871861016,0.3502431067806794
0.3445622490718171,0.309458731625319,0.34597901930286407
0.337423680068532,0.37218674234604193,0.290389577585426
0.30264651186895863,0.2797397277680261,0.41761376036301545
0.3402963306632237,0.24756423330764044,0.4121394360291359
0.48358342102542545,0.2833792199933123,0.2330373589812623
0.25441462909214685,0.34492115914227583,0.4006642117655773
0.2662685115159738,0.41671154530027904,0.3170199431837471
0.3465445944729831,0.2979723583313962,0.35548304719562074
0.29377164959164853,0.27606943792459254,0.430158912483759
0.37892083121146286,0.2584520990883886,0.3626270697001484
0.410074507255111,0.3474243622705533,0.2425011304743357
0.4240420098664023,0.33648661346653425,0.23947137666706333
0.4448287809814334,0.2698085505147231,0.2853626685038435
0.3055305327348825,0.4299866291802482,0.2644828380848692
0.3703284908647264,0.36344180683487315,0.2662297023004004
0.24638000869408222,0.39961612345529696,0.3540038678506207
0.4247640634878163,0.3036895605748238,0.27154637593735986
0.3910459826521808,0.2772128172813802,0.3317412000664389
0.3769192707666612,0.2908820638296465,0.33219866540369225
0.3718550154264913,0.39803697513173064,0.23010800944177795
0.3872057695436745,0.38982556047873235,0.2229686699775929
0.32799532515204843,0.41657713788750195,0.2554275369604498
0.36332392515625356,0.32292077986374274,0.3137552949800037
0.3811423365980987,0.3887317836104382,0.23012587979146318
0.333578786078988,0.3447376518992188,0.3216835620217932
0.3286037797389341,0.24947118763392356,0.42192503262714237
0.3355972112999484,0.4186541805715932,0.2457486081284584
0.3379371372673362,0.3837354896454253,0.2783273730872386
0.3814519099673429,0.37604695432858415,0.2425011357040729
0.3544333803995918,0.35067447715603267,0.2948921424443754
0.4075202195272543,0.3224526701349028,0.2700271103378429
0.23140605599668831,0.3800977987055536,0.388496145297758
0.5160082415560443,0.21155587281821836,0.2724358856257374
0.3729496792264543,0.2911729578568393,0.3358773629167065
0.34202580365483237,0.32708268987030986,0.3308915064748577
0.29684182341645843,0.33728965270874006,0.3658685238748017
0.34967809788029097,0.3799050209733118,0.27041688114639734
0.3934146246814976,0.31109129409617337,0.29549408122232884
0.3105396892408256,0.2963160757621919,0.3931442349969826
0.23003239494697192,0.3759407199708971,0.3940268850821309
0.3020576851147124,0.3389458710534339,0.3589964438318538
0.29904868961431635,0.3194189415659669,0.3815323688197168
0.2818692004433723,0.30129589872742113,0.4168349008292066
0.312932775283763,0.3259792488929025,0.3610879758233344
0.38202761245705824,0.3232725303735378,0.29469985716940383
0.3270132048279643,0.29882291456387444,0.3741638806081614
0.27530323287843955,0.2594061962063909,0.4652905709151697
0.24054707778915305,0.3697529701435029,0.3896999520673441
0.3776259942934636,0.37670568348809785,0.24566832221843848
0.30547967077650257,0.35087354881253535,0.3436467804109623
0.2952401421432981,0.3493867412488566,0.3553731166078453
0.3981198886547801,0.3275449481243102,0.2743351632209096
0.27509427205522513,0.37100808966430243,0.3538976382804723
0.4298837476382084,0.3307401054783784,0.23937614688341324
0.3441842985595501,0.3062263548790095,0.34958934656144036
0.3958551485379761,0.4006474536635314,0.20349739779849263
0.40138937548094633,0.3380680809364198,0.26054254358263373
0.34301216391200334,0.35676159805425084,0.30022623803374565
0.3643538607823841,0.36766381265820813,0.26798232655940785
0.3754504822543476,0.4469498934333763,0.17759962431227602
0.35479942196341757,0.33703890784418505,0.30816167019239743
0.3389328229194223,0.31350581704423985,0.34756136003633786
0.4908291383157125,0.19743849653734077,0.3117323651469467
0.427445653518219,0.31435969399305735,0.25819465248872375
0.4689712419878125,0.2439175333381912,0.28711122467399636
0.4597087992058398,0.21288199363217503,0.3274092071619852
0.33808631607148826,0.3292996445707261,0.33261403935778555
0.3494592523557099,0.28708426480082505,0.36345648284346505
0.31908253307552825,0.297409389124574,0.3835080777998977
0.31728880572264584,0.3043001843535726,0.37841100992378157
0.3768507163557211,0.2095099045799178,0.4136393790643611
0.3041730989547423,0.3791036964804512,0.3167232045648065
0.25756208713548007,0.39684843244778994,0.34558948041673015
0.29275008801770136,0.3596116771597246,0.34763823482257394
0.4176049442062476,0.30595201493699975,0.27644304085675275
0.3131609168409656,0.25278924374847755,0.43404983941055697
0.37906079637444456,0.27200815729309075,0.34893104633246463
0.3336489932472242,0.2813458699996481,0.3850051367531278
0.3362784893967847,0.29464473511181616,0.36907677549139917
0.3506208562932236,0.3457604466531871,0.30361869705358935
0.3015571639915354,0.3577876142003406,0.3406552218081239
0.2823649498478626,0.33839790393815344,0.37923714621398397
0.36429762431503665,0.2695513120615527,0.36615106362341054
0.316451749734463,0.3941605977712698,0.28938765249426734
0.2815012169613786,0.305270003935698,0.4132287791029234
0.31048726232544327,0.3167664933559804,0.3727462443185764
0.3894206946585546,0.32668766480549394,0.2838916405359515
0.3650381713111441,0.3198023310127642,0.31515949767609175
0.31457381408362306,0.33177257326435355,0.35365361265202344
0.22202943074851256,0.5017682690092269,0.27620230024226045
0.3566236342478371,0.3936077795338138,0.24976858621834896
0.3590742137724459,0.2782193208834476,0.3627064653441065
0.28922817049308924,0.42213069590642804,0.2886411336004827
0.27637374718618596,0.41589098804903696,0.3077352647647771
0.3131828531363387,0.3081161540064497,0.3787009928572116
0.36909608118386594,0.3170042500778424,0.31389966873829167
0.3838472005798477,0.28794241176993346,0.32821038765021865
0.46105935562017497,0.2759260998710421,0.2630145445087828
0.45990741658101464,0.2521966144353264,0.28789596898365893
0.32645116660363316,0.24435459492942546,0.4291942384669413
0.3683858737398165,0.24267076802239565,0.3889433582377879
0.4257853196536661,0.2862258935021979,0.287988786844136
0.2614704976708721,0.45735010921000135,0.2811793931191264
0.3428369318107737,0.39385374906323284,0.2633093191259936
0.3904057334107595,0.3203230267052737,0.28927123988396686
0.32685063244829665,0.2591932041604731,0.4139561633912302
0.2971087450480197,0.3659203132021571,0.33697094174982306
0.38110445261192266,0.3090167103311495,0.3098788370569278
0.3571882264204411,0.3425614975520749,0.30025027602748405
0.3405137779785563,0.4020552128183327,0.2574310092031111
0.3766636174650986,0.26751168194862124,0.35582470058628024
0.26469467657388984,0.3227955761858934,0.4125097472402167
0.27764554760323884,0.489763132432627,0.2325913199641341
0.31971826397966213,0.34889507160856403,0.3313866644117738
0.3675678544041015,0.32912614139035395,0.30330600420554443
0.3643958574205226,0.32429896529061136,0.3113051772888661
0.344389056413723,0.339415828809588,0.316195114776689
0.3536251206148825,0.3956720358105387,0.2507028435745788
0.35814718318108635,0.3303323665006584,0.3115204503182552
0.5065557489527258,0.29852937129869583,0.1949148797485784
0.3923285611546799,0.25092702334207095,0.3567444155032491
0.37635498581728616,0.3071411571109047,0.3165038570718091
0.2432411407865933,0.30279455581354336,0.45396430339986327
0.2584967718298459,0.3123417401434143,0.4291614880267398
0.2314452888621898,0.3109259409325617,0.45762877020524845
0.2726651522323074,0.39401932430015185,0.3333155234675408
0.19868636111768928,0.22940244517450306,0.5719111937078076
0.29999362519538314,0.3007655040887471,0.3992408707158697
0.19182328961206155,0.44625051528215215,0.36192619510578616
0.23816775321613137,0.3569159959255694,0.40491625085829924
0.29867461977323306,0.4749885638163978,0.22633681641036907
0.34329953260034674,0.40112362434431703,0.2555768430553362
0.29711784035382455,0.3431554570591939,0.3597267025869813
0.34339956199063376,0.4293649158590289,0.22723552215033743
0.37858839253528903,0.3283882361981795,0.29302337126653144
0.34599058899647384,0.34634963262653745,0.30765977837698877
0.43722489355055244,0.2888482866353506,0.27392681981409694
0.39297246932269236,0.3108039428303506,0.2962235878469572
0.3712245922963407,0.33057320274623514,0.2982022049574241
0.3492571795039065,0.3357850444828881,0.31495777601320546
0.40958814819854994,0.3432910316462703,0.24712082015517972
0.253139232746927,0.3523164946504483,0.39454427260262487
0.21138765725886088,0.36937022855358087,0.41924211418755825
0.2805683475422937,0.33793393902334007,0.38149771343436634
0.2747064731188251,0.42426346360763395,0.301030063273541
0.24992290515194243,0.286964384185349,0.46311271066270865
0.32338179449462257,0.39619203117524143,0.28042617433013606
0.26163018167607893,0.26583249297815337,0.4725373253457676
0.2221570062349263,0.3945677491004797,0.3832752446645941
0.3408968282209446,0.3333306937744208,0.3257724780046347
0.2992661131497298,0.3856255814698236,0.31510830538044665
0.3273079902010105,0.34100273461687425,0.3316892751821153
0.29539419312076604,0.3483308862758048,0.3562749206034292
0.3078736557921877,0.3316524291672899,0.36047391504052223
0.3445622805501793,0.3785525462544561,0.27688517319536465
0.2814499344614045,0.3784129955889498,0.3401370699496457
0.2814558727396349,0.40840037433228693,0.3101437529280782
0.3993057063554963,0.3540366509143543,0.24665764273014953
0.2906741642172291,0.3552798535219242,0.3540459822608469
0.2769091614005612,0.40887064902096387,0.3142201895784748
0.32720272432744785,0.35813610522937783,0.31466117044317427
0.3111953556302438,0.30093469326858285,0.3878699511011733
0.3445591944743051,0.2732092384896972,0.38223156703599764
0.2295829826390804,0.37382070696428654,0.3965963103966332
0.336580276839144,0.35151615163362293,0.3119035715272332
0.2948484525624797,0.2696506194765285,0.4355009279609919
0.28600356549582473,0.3377774590249054,0.3762189754792699
0.3402769923975376,0.33131108074148036,0.32841192686098225
0.3751038579313347,0.3478938145859242,0.27700232748274106
0.37575513423489004,0.32000215511842617,0.30424271064668396
0.38837947567869585,0.3050743711533118,0.30654615316799244
0.23011747913780836,0.3736056957882212,0.39627682507397044
0.3219577700399947,0.3167922605304225,0.36124996942958276
0.2938648975636823,0.27803885545679774,0.4280962469795201
0.2743286585881255,0.41882831064053017,0.3068430307713443
0.43018071989285295,0.28915274845094574,0.2806665316562012
0.4778909166757169,0.26210238394908597,0.26000669937519727
0.30229316923100635,0.41989102161691355,0.27781580915208
0.4496254206292407,0.2694294519480868,0.2809451274226725
0.4636655891767373,0.2358537633890188,0.300480647434244
0.32453786045112654,0.3110750419483127,0.36438709760056054
0.2563217601614395,0.3743420954081673,0.36933614443039314
0.29562786599809177,0.3349359417758478,0.3694361922260604
0.5265194931095343,0.2657037373755037,0.20777676951496202
0.18116444834896092,0.6019027470052847,0.2169328046457544
0.33467341716225446,0.3582886937192114,0.30703788911853425
0.4187943279041159,0.27506201370659417,0.30614365838929003
0.31210122273725993,0.3629921876875929,0.32490658957514734
0.3539034520266158,0.35903579262428426,0.28706075534909986
0.37970782508669937,0.28708422358593705,0.33320795132736364
0.3470736626012183,0.311502731501826,0.34142360589695564
0.41720833010987274,0.2240325238105271,0.35875914607960013
0.45862127306682393,0.22161853424397396,0.319760192689202
0.43919785025424263,0.27200320809002515,0.2887989416557321
0.37262646554004136,0.2408177679892909,0.38655576647066775
0.28308652074363533,0.45450685453654016,0.2624066247198246
0.3200358504439646,0.3563628861440246,0.3236012634120106
0.25305127932827626,0.2924696249122089,0.4544790957595148
0.3219347433688445,0.29611676188836816,0.38194849474278736
0.2666132908916177,0.37149036922912354,0.36189633987925873
0.2518451699726856,0.2939142267148865,0.45424060331242805
0.28014933182663027,0.34649042666885665,0.37336024150451297
0.30382553573325155,0.36105728496441486,0.33511717930233353
0.39648542484450333,0.2253237902948658,0.37819078486063085
0.3310796681852073,0.2586298633342393,0.4102904684805534
0.33400480660060317,0.25402461122682374,0.41197058217257304
0.2508911042050925,0.2679241847275668,0.4811847110673408
0.27407645477330145,0.3422845525831328,0.38363899264356577
0.25823697789507993,0.40345523465155847,0.3383077874533616
0.4093711268406851,0.37474063708352046,0.21588823607579444
0.3349885215142206,0.39729271300752406,0.2677187654782553
0.38913027324875915,0.3682704511894804,0.24259927556176053
0.29092135610938613,0.33029643530363767,0.37878220858697625
0.3364615712491178,0.35787689110152565,0.30566153764935655
0.28004120176606295,0.2983973638373963,0.4215614343965407
0.35931454964277454,0.40965209681911174,0.23103335353811386
0.31932984083465954,0.3831257811265338,0.2975443780388067
0.4666871214042897,0.27740747184232406,0.25590540675338613
0.3291373426449505,0.265665809268218,0.4051968480868315
0.3771675935943318,0.3697410221433046,0.2530913842623636
0.27986307558958645,0.46668035098629657,0.25345657342411704
0.30630940605782225,0.2810323912381035,0.4126582027040742
0.34081270944342434,0.3137671767730667,0.34542011378350873
0.41395464697190254,0.3205696134340119,0.26547573959408544
0.48136763984798436,0.2708469186357282,0.24778544151628756
0.34856851924886767,0.33908437693152654,0.31234710381960584
0.4632584101171111,0.2707872196472736,0.2659543702356153
0.3979274561278481,0.32294157281029656,0.2791309710618553
0.29190858152612703,0.2957190831662616,0.41237233530761136
0.4743853160879439,0.3210901011407741,0.20452458277128208
0.2875796453998935,0.2569622008957665,0.45545815370433995
0.34625297660455134,0.3221590066385382,0.33158801675691035
0.38456763998810684,0.26468619020141143,0.3507461698104818
0.3200271462288059,0.3477315967313698,0.33224125703982427
0.24126141457472766,0.5131587711086983,0.24557981431657383
0.33618181972014116,0.40373039962760465,0.26008778065225435
0.29053820377821393,0.395706858106521,0.313754938115265
0.2323494969626865,0.4900424183000339,0.27760808473727955
0.41273004003013136,0.27042753921306817,0.31684242075680047
0.37431632726530134,0.33628940588982853,0.28939426684487024
0.39521529578082465,0.33548091399001245,0.26930379022916295
0.29876754665842475,0.4076239240108148,0.2936085293307605
0.3937973691043645,0.3008786499571128,0.3053239809385227
0.34590116146795913,0.29616505965409184,0.357933778877949
0.34766622892425875,0.3029774042105307,0.34935636686521043
0.35856062862601107,0.3144407054208395,0.32699866595314936
0.4207269531661812,0.3530077135554904,0.22626533327832854
0.34872153334440836,0.3468621550398602,0.30441631161573146
0.2881037272420982,0.4259944860455825,0.2859017867123194
0.47260588724769803,0.2893907334073771,0.23800337934492485
0.37473913528361613,0.3271623075124541,0.29809855720392975
0.37473001208373724,0.32420109730351215,0.30106889061275055
0.4036650525521816,0.3041204897604933,0.2922144576873252
0.38138391188681603,0.3771015919705421,0.24151449614264184
0.3082812591401049,0.3450686464199754,0.3466500944399197
0.30258905474985126,0.41109425453372767,0.28631669071642124
0.31858076912717576,0.3810561406010318,0.30036309027179253
0.3290390986171111,0.37376621437909857,0.2971946870037902
0.43788954430665483,0.2617910492554691,0.3003194064378762
0.26628351478602097,0.40412598626995694,0.3295904989440222
0.26712285906361644,0.24954543288370148,0.4833317080526821
0.2848639383335681,0.4090860712849888,0.30604999038144315
0.44755629591180507,0.2758666078432954,0.2765770962448995
0.24923128044581963,0.31494233004978744,0.43582638950439295
0.30997254259153373,0.36943922502668963,0.32058823238177664
0.2880265423456285,0.3123943058037592,0.3995791518506123
0.30501662819281194,0.4338528197557488,0.2611305520514393
0.30286655626780007,0.4364411127188544,0.26069233101334544
0.39973257077021396,0.31801097559166613,0.28225645363812
0.30073320267677456,0.4159263697728735,0.28334042755035205
0.3767447529853728,0.36267586431769094,0.2605793826969362
0.3402050644833518,0.2800776978932656,0.37971723762338266
0.41926838414740375,0.2955718604077676,0.28515975544482863
0.36227708320203533,0.20836296983873864,0.429359946959226
0.3245478838658861,0.3693550912177862,0.30609702491632756
0.4787942823670679,0.3082802188710502,0.21292549876188188
0.27884400313005864,0.41105003897048925,0.3101059578994521
0.4834861330640377,0.2552137686516914,0.2613000982842709
0.4469695736177655,0.21269441269624748,0.34033601368598704
0.2535819931827641,0.27837770386677957,0.46804030295045634
0.21567900328786319,0.35069287444851366,0.4336281222636232
0.2679847774662636,0.37282025693044396,0.35919496560329256
0.2406745638589681,0.4579280116704694,0.30139742447056256
0.2810482868147304,0.4408966569863527,0.2780550561989169
0.2890227215006833,0.4298861990845765,0.2810910794147401
0.23574451600903,0.2830907265596122,0.48116475743135784
0.22322237032064415,0.4642348651886199,0.3125427644907359
0.22644709443747552,0.39353496123114695,0.38001794433137764
0.29858990140236374,0.2897931967519278,0.4116169018457086
0.40837449325425224,0.26776954202108333,0.32385596472466427
0.30847624379216987,0.29182103901900025,0.39970271718882994
0.3338276445598655,0.33735393860440616,0.3288184168357283
0.4159486072188178,0.2464399636852881,0.3376114290958941
0.3551527605265449,0.29099208256551407,0.3538551569079411
0.3104608137345831,0.435850702938873,0.253688483326544
0.2859344570354023,0.32704971228888197,0.38701583067571554
0.3709811192855631,0.30782007256592436,0.32119880814851254
0.3542447148089684,0.3426531422996041,0.3031021428914277
0.4516769959764043,0.2510271568189704,0.29729584720462526
0.3098756225832552,0.2720772286215252,0.4180471487952195
0.3252670830601501,0.28419978479774605,0.3905331321421038
0.3636252633857623,0.31887957420594276,0.31749516240829506
0.2842004262943677,0.22631521972561405,0.4894843539800181
0.3444759490257282,0.2897916089432295,0.36573244203104227
