t_1,t_2,t_3,t_4
0.20193881959088308,0.16201639841124182,0.21641133082330238,0.41963345117457274
0.23429042332581476,0.32989120927418036,0.2181687381024034,0.21764962929760157
0.28477667353572805,0.23182932450482385,0.24516078898795168,0.2382332129714963
0.23461435948604728,0.17733305634642962,0.20396692336272804,0.38408566080479506
0.2213386086080672,0.18489242333615802,0.21459895508595353,0.3791700129698214
0.1979945971249715,0.17115610386396032,0.1928375134177842,0.43801178559328396
0.17681788760060207,0.19854193768269057,0.2333144020496163,0.39132577266709107
0.1957134965901075,0.25267529458539106,0.30195150651430513,0.24965970231019627
0.25001706119651906,0.2810690408016368,0.2410918010410771,0.2278220969607669
0.2415833109392837,0.17436495943999272,0.23655517616120889,0.34749655345951463
0.30071699651175565,0.22755720919457872,0.25958880126774014,0.21213699302592534
0.23956451314625912,0.25716751387410763,0.18330905032032077,0.3199589226593125
0.309549082537401,0.2759345647172153,0.18152342356914472,0.23299292917623898
0.24659350354766585,0.22122361117850262,0.2476822508408712,0.2845006344329603
0.35721720984453953,0.24119453506047706,0.2050989061535083,0.19648934894147518
0.3824393864967001,0.271197184708211,0.16159032699091777,0.1847731018041712
0.27479121639187376,0.21210167624968604,0.24820162946096058,0.26490547789747954
0.21129056003410432,0.386221956026908,0.1703993243630726,0.232088159575915
0.3074775036132212,0.23263216069563225,0.2210133454644666,0.23887699022668002
0.2436113133610928,0.3129371336948534,0.200766483005396,0.2426850699386577
0.27585921088780985,0.26007849731924376,0.21161678547160032,0.2524455063213461
0.265869487703224,0.32456561374303555,0.18887856793868063,0.22068633061505996
0.26438464455103283,0.2920974819388927,0.24346789730334398,0.20004997620673065
0.2888593339470303,0.2566983350018941,0.2704369461221104,0.1840053849289653
0.2686599712187812,0.2512343601999817,0.21792909934796983,0.2621765692332673
0.2144892790114922,0.32829328273132147,0.20229844016097526,0.2549189980962111
0.32714584161208604,0.22492298869686234,0.21968118949852714,0.2282499801925246
0.2604909907289322,0.21439101774108238,0.2537835882038838,0.2713344033261017
0.32361839414819804,0.21738855496953174,0.1995066628552907,0.2594863880269796
0.26211833294917225,0.32772351425101526,0.22082683725786484,0.18933131554194757
0.272581081352196,0.2621056921160414,0.24672497357767093,0.21858825295409148
0.26922206781756897,0.28973447020753273,0.25180621830870104,0.18923724366619726
0.2544313452265986,0.25514910270164404,0.22030278729971534,0.27011676477204216
0.28142505123760647,0.19658698376158498,0.22536170041618822,0.2966262645846205
0.2624242361587014,0.20764685704485858,0.25961717057827854,0.2703117362181614
0.3057703299294069,0.3374495717637809,0.1780361952774981,0.17874390302931417
0.2384898077123463,0.337540155933238,0.24771288836822059,0.17625714798619507
0.28130790942048256,0.20920355707854632,0.23297808455373994,0.27651044894723115
0.22715185147442965,0.22441796384690268,0.2964903124246285,0.2519398722540393
0.22224693795361836,0.3984138196865039,0.20001075242656377,0.17932848993331396
0.22479987329220014,0.29909113121066083,0.26098438796054496,0.21512460753659404
0.21460604893666185,0.2462151031837147,0.25618929956110653,0.28298954831851697
0.22660263943708048,0.20211843115477107,0.3531205264745979,0.21815840293355046
0.22905201632143332,0.282956637759369,0.3056999223819133,0.18229142353728434
0.22350203772033064,0.26593538442291126,0.25102204534274686,0.2595405325140113
0.21950895964421105,0.36453820358519745,0.24665704196057708,0.16929579481001447
0.26479060885344746,0.3446898236554728,0.2002475247597556,0.19027204273132417
0.2183399007986901,0.22273232316538902,0.28922095037345613,0.2697068256624646
0.241114442057473,0.32756798693546724,0.21130990554668988,0.22000766546036982
0.20483149202697137,0.3586515464688158,0.183632591500979,0.2528843700032338
0.19681107780745496,0.22208903142956862,0.20768169034690262,0.3734182004160739
0.18148805866823628,0.3518765254570912,0.22195717870199216,0.2446782371726802
0.1818624932322377,0.23267636292741617,0.3465287155568427,0.23893242828350345
0.2375307315132412,0.2442566924254225,0.263569380029852,0.2546431960314845
0.2834550469894482,0.2971189230487178,0.22529497851489458,0.19413105144693957
0.18717212205048767,0.25450392319030657,0.29247386114248614,0.26585009361671963
0.21664394418825283,0.24101587663374355,0.24903196833484947,0.29330821084315406
0.26837234479973915,0.23683075763725092,0.22038836359030184,0.27440853397270804
0.3219106497440394,0.28770925564967503,0.186031370736363,0.20434872386992242
0.2103549015868468,0.423288107210927,0.19617638454843175,0.1701806066537944
0.273840756027597,0.31606278271417715,0.20634708814653008,0.20374937311169578
0.20270500934167407,0.2423472303221398,0.2679861628688953,0.28696159746729083
0.18991112053389894,0.2643931789737246,0.29776719681134706,0.24792850368102942
0.23234179507013267,0.2897473551131822,0.23566416490864106,0.24224668490804405
0.29991646465767874,0.2164888098285769,0.2602102821508424,0.22338444336290186
0.24243377091982496,0.23929007908110891,0.2156805106880675,0.3025956393109987
0.3116552347774461,0.22910212150049247,0.23329284974616518,0.22594979397589635
0.2777851835853824,0.2853729245392383,0.24481833739004968,0.19202355448532965
0.21111744392326953,0.2877374698261506,0.27125830528703787,0.22988678096354193
0.39223768953538485,0.22201247209051517,0.16356557151866835,0.22218426685543163
0.2670954639733604,0.1872806455314054,0.20341164683757593,0.3422122436576583
0.2684434581638257,0.3105594927302747,0.14609042776099956,0.2749066213448999
0.24593821443883937,0.35947132157610223,0.1818344033775989,0.21275606060745939
0.26356205199670724,0.3289858768149563,0.16995194813989736,0.23750012304843937
0.3169224724303232,0.2287606467493947,0.2362984294974048,0.21801845132287734
0.27765273047259237,0.22557351394601638,0.2609873121245796,0.23578644345681166
0.16933042846450427,0.23686060997262223,0.23250969816083386,0.3612992634020396
0.2405468668067998,0.16195063424595876,0.20890341575547738,0.3885990831917641
0.3098588333764588,0.22914801226405154,0.20498436766773787,0.2560087866917518
0.18088811092248203,0.22103446005771105,0.22828531951789013,0.3697921095019168
0.12481289792125842,0.16673602302059456,0.24716253113523323,0.46128854792291374
0.17777048856426103,0.24981554808544196,0.2059779256258015,0.36643603772449546
0.32013313256712134,0.2967558683091156,0.16950055549895257,0.21361044362481055
0.22508486116340157,0.41732294456779695,0.1577191684315544,0.1998730258372471
0.20331961050699815,0.3646196643992804,0.20860852653360437,0.22345219856011728
0.24306230269463533,0.29146242264212924,0.20379746255854134,0.261677812104694
0.291960201073029,0.2777669205845628,0.20721624914642534,0.22305662919598282
0.1826651459655258,0.30357346091338977,0.21694444050378253,0.2968169526173019
0.3288497663943363,0.28170744801639375,0.22247343646330728,0.16696934912596262
0.32279086441276883,0.23061852598950172,0.2022785466491864,0.2443120629485429
0.2527529432830719,0.16130832265825734,0.20996252896101472,0.375976205097656
0.2791320478793814,0.35139724139127065,0.19070592454379984,0.1787647861855481
0.4668114851209887,0.27070627772396594,0.12343116340877557,0.13905107374626985
0.26712759205328657,0.31688666778551344,0.18559003149597647,0.2303957086652233
0.22513926233060258,0.31917909234394076,0.19667339729514155,0.25900824803031525
0.21384620055650716,0.2876205780267596,0.29402053210355394,0.2045126893131793
0.3046722469035498,0.2756392914192118,0.19903801624982975,0.2206504454274087
0.3077607356543274,0.2836478531783437,0.19901660702425236,0.2095748041430765
0.2704597564020718,0.27961939685951664,0.25814122362679276,0.19177962311161864
0.3189411525115466,0.3411289866070931,0.16552162792080055,0.17440823296055968
0.3213189582974638,0.1832733137708402,0.3253644728357001,0.1700432550959959
0.20085650183801398,0.34140630706482333,0.24300978365482429,0.21472740744233837
0.2527778110985981,0.2727293586200721,0.20037513232392426,0.2741176979574054
0.26531351866442493,0.2708784762390996,0.27016796521835595,0.1936400398781193
0.20727972633956748,0.23197746090601226,0.30362120057632386,0.25712161217809654
0.25629678720258775,0.25951183200023903,0.28286293120288775,0.20132844959428542
0.2460881897771308,0.22896499364258824,0.28798199037738,0.236964826202901
0.24737689769348087,0.22411834198394587,0.2739533208530761,0.2545514394694972
0.26158996108509647,0.20007146997727962,0.2827447095783872,0.2555938593592366
0.2976776942374095,0.2374167533004777,0.2073436891299697,0.25756186333214315
0.2601993082394897,0.24924447594856458,0.26077122392684243,0.22978499188510332
0.24798030984932615,0.22111587626463033,0.2522157546641766,0.278688059221867
0.2861065307639278,0.36233482898767627,0.1860264256681051,0.16553221458029083
0.24728340438205118,0.3081604951971251,0.20790738393402383,0.2366487164867998
0.2789153294043318,0.25984250137551024,0.22024373795560934,0.2409984312645486
0.22531186847191245,0.24250705017570912,0.19052884533506467,0.3416522360173137
0.2533248909305121,0.19925198647525386,0.318018716881409,0.22940440571282503
0.20246153749940773,0.38685546370491186,0.18514086299007626,0.2255421358056041
0.21698999305456226,0.24272445156589578,0.2790442630836974,0.2612412922958445
0.2499412584325139,0.32096303067961973,0.22810964504894718,0.2009860658389194
0.26734326874778086,0.30575971113402106,0.19198859253495176,0.23490842758324634
0.32707892683931844,0.30466117643489465,0.14291430672573183,0.22534559000005508
0.25427433822756795,0.28381607145566573,0.2728567087176522,0.18905288159911424
0.2625864852505615,0.3061354276127263,0.25811816731705584,0.1731599198196565
0.3078826685205721,0.3247755133508341,0.17612861192747067,0.19121320620112317
0.24867661385322573,0.2949925230377727,0.2040990502619737,0.25223181284702784
0.3087761823092047,0.31469500281894136,0.17860856699640842,0.19792024787544538
0.2207704496067426,0.2684199726684233,0.2514819055958341,0.25932767212900004
0.2589550232141236,0.19778811440589086,0.31541302297352253,0.22784383940646297
0.17098998784320488,0.15618546354582769,0.21401669148606692,0.4588078571249004
0.3075093698590182,0.2184607969564235,0.2161055196760653,0.2579243135084931
0.19112161703720904,0.2097114541245048,0.2732918053780664,0.3258751234602197
0.22057527130040527,0.1711662194375031,0.18183407857954192,0.4264244306825497
0.22993877807292476,0.20005711468288884,0.2270210194164521,0.3429830878277342
0.21057757663117593,0.239475887660546,0.2008867236224555,0.3490598120858225
0.16172104142348767,0.18816073343233017,0.22050674556819783,0.4296114795759844
0.24867444112175532,0.21863250083856028,0.24678449022005516,0.28590856781962914
0.3554416702208517,0.22250193386563089,0.2247275482584247,0.19732884765509281
0.20350480468750562,0.2500239903986022,0.29715424996167145,0.2493169549522209
0.24953250595047896,0.23136846726992044,0.2044380277312444,0.3146609990483561
0.2529653242788839,0.34455582688616265,0.21127360731978068,0.1912052415151727
0.24094415921103612,0.201015762144342,0.21651268945300944,0.3415273891916125
0.2717996625956278,0.30591844556617565,0.17843581442215453,0.24384607741604192
0.2100205303861332,0.37027382010413434,0.20103126862284726,0.21867438088688504
0.31295709178709746,0.2847044463684646,0.229520439593867,0.1728180222505709
0.2605146537530796,0.2377860175641935,0.2851782397036524,0.21652108897907432
0.3949142359156529,0.2028267578621567,0.24429825035652006,0.15796075586567046
0.23781707374034905,0.23795825053872213,0.25047148143856635,0.2737531942823624
0.2787501695381525,0.3743231639861502,0.1516321976674104,0.19529446880828705
0.2871766098752825,0.3000743942463145,0.25927771735891364,0.1534712785194894
0.16827051454205444,0.09925914385152455,0.18492227375699505,0.547548067849426
0.19235366822948147,0.33546464809643967,0.1821594626379084,0.2900222210361703
0.3079863356122024,0.20413813668197606,0.2502120241672613,0.23766350353856022
0.23916352794183657,0.2716540694370988,0.2046359762016578,0.2845464264194069
0.22578205921874833,0.16783460014831175,0.29798050269104087,0.30840283794189893
0.1902710352311329,0.23987438441510048,0.27245602935332597,0.2973985510004407
0.2353154882273242,0.3392322755564968,0.19413145942620705,0.231320776789972
0.3179691229350472,0.19455898749678205,0.2697486872022703,0.2177232023659006
0.20491355270623984,0.387657188070838,0.195297029524408,0.21213222969851436
0.26935457267814755,0.297970159989516,0.17735203801935434,0.25532322931298207
0.24492068611163617,0.294778598400544,0.2687643148554318,0.19153640063238794
0.26983729849706634,0.22848105995198764,0.2536092928900954,0.2480723486608506
0.2858144649918445,0.27954920976494696,0.2597443744853058,0.1748919507579028
0.21668712533829437,0.24377092089813823,0.19623265813203442,0.34330929563153306
0.2325218858914335,0.3131994583610332,0.2044916421516183,0.249787013595915
0.22952466357503762,0.2523963633522765,0.2726291807002179,0.24544979237246792
0.27492301687522297,0.2761766560777404,0.27530327146998224,0.1735970555770544
0.21209321034470724,0.30127707905262124,0.21366155513716414,0.2729681554655074
0.2549010879609504,0.23432553734290937,0.2460258033182734,0.264747571377867
0.29299176011906813,0.3172030650830567,0.20420590774299582,0.18559926705487942
0.2624178523639566,0.1994532999255257,0.2293185557320165,0.30881029197850124
0.24734862197646268,0.3217025209313676,0.2063652243242714,0.2245836327678984
0.279718226288304,0.29581883199774545,0.1866319284362095,0.23783101327774103
0.2870402948346109,0.2588334292063001,0.21625716234399436,0.23786911361509455
0.23929605273012525,0.19749728919571594,0.2456349539497716,0.3175717041243872
